Dispatch_ID,GPU_ID,Queue_ID,PID,TID,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,Wave_Size,Kernel_Name,Start_Timestamp,End_Timestamp,Correlation_ID
163,2,1,430889,430889,131072,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>>(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) (.kd)",3793701969440897,3793701969445217,0
164,2,1,430889,430889,512,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul>>(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) (.kd)",3793701969455977,3793701969456817,0
165,2,1,430889,430889,1024,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul>>(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) (.kd)",3793701969467617,3793701969469097,0
166,2,1,430889,430889,425984,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul>>(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) (.kd)",3793701969479657,3793701969487337,0
167,2,1,430889,430889,20480,256,40448,888,128,0,96,64,"void flash_fwd_splitkv_mla_kernel_lds<FlashMlaKernelTrait<576, 512, 64, 16, 4>, _Float16, float, true>(FlashMlaFwdParams) (.kd)",3793701969498217,3793701984166873,0
168,2,1,430889,430889,262144,128,512,64,44,4,48,64,"void kn_fmla_fwd_splictkv_combine<FlashMlaKernelTrait<576, 512, 64, 16, 4>, 96, _Float16>(FlashMlaFwdParams) (.kd)",3793701984177313,3793701984184073,0
169,2,1,430889,430889,131072,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>>(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) (.kd)",3793701984194513,3793701984198553,1
170,2,1,430889,430889,512,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul>>(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) (.kd)",3793701984212793,3793701984214113,2
171,2,1,430889,430889,1024,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul>>(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) (.kd)",3793701984227993,3793701984229353,3
172,2,1,430889,430889,425984,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul>>(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) (.kd)",3793701984243273,3793701984248833,4
173,2,1,430889,430889,20480,256,40448,888,128,0,96,64,"void flash_fwd_splitkv_mla_kernel_lds<FlashMlaKernelTrait<576, 512, 64, 16, 4>, _Float16, float, true>(FlashMlaFwdParams) (.kd)",3793701984262873,3793701998981210,5
174,2,1,430889,430889,262144,128,512,64,44,4,48,64,"void kn_fmla_fwd_splictkv_combine<FlashMlaKernelTrait<576, 512, 64, 16, 4>, 96, _Float16>(FlashMlaFwdParams) (.kd)",3793701998995450,3793701999002170,6
175,2,1,430889,430889,131072,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>>(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) (.kd)",3793701999016450,3793701999021010,7
176,2,1,430889,430889,512,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul>>(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) (.kd)",3793701999035610,3793701999036450,8
177,2,1,430889,430889,1024,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul>>(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) (.kd)",3793701999051170,3793701999052490,9
178,2,1,430889,430889,425984,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul>>(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) (.kd)",3793701999066650,3793701999074250,10
179,2,1,430889,430889,20480,256,40448,888,128,0,96,64,"void flash_fwd_splitkv_mla_kernel_lds<FlashMlaKernelTrait<576, 512, 64, 16, 4>, _Float16, float, true>(FlashMlaFwdParams) (.kd)",3793701999089330,3793702013738787,11
180,2,1,430889,430889,262144,128,512,64,44,4,48,64,"void kn_fmla_fwd_splictkv_combine<FlashMlaKernelTrait<576, 512, 64, 16, 4>, 96, _Float16>(FlashMlaFwdParams) (.kd)",3793702013752587,3793702013759347,12
181,2,1,430889,430889,131072,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>>(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) (.kd)",3793702013773507,3793702013777547,13
182,2,1,430889,430889,512,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul>>(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) (.kd)",3793702013792067,3793702013793347,14
183,2,1,430889,430889,1024,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul>>(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) (.kd)",3793702013807107,3793702013808627,15
184,2,1,430889,430889,425984,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul>>(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) (.kd)",3793702013822347,3793702013831187,16
185,2,1,430889,430889,20480,256,40448,888,128,0,96,64,"void flash_fwd_splitkv_mla_kernel_lds<FlashMlaKernelTrait<576, 512, 64, 16, 4>, _Float16, float, true>(FlashMlaFwdParams) (.kd)",3793702013845307,3793702028486404,17
186,2,1,430889,430889,262144,128,512,64,44,4,48,64,"void kn_fmla_fwd_splictkv_combine<FlashMlaKernelTrait<576, 512, 64, 16, 4>, 96, _Float16>(FlashMlaFwdParams) (.kd)",3793702028500084,3793702028506724,18
