Addr,Instruction,Hitcount,Cycles,C++ Reference
0x7f4ced42bd2c,"buffer_load_dwordx4 v[16:19], v16, s[40:43], 0 offen",1700,6800,
0x7f4ced42bd34,s_waitcnt vmcnt(0),1700,621896,
0x7f4ced42bd38,"v_lshrrev_b32_e32 v100, 16, v16",1700,6800,
0x7f4ced42bd3c,"v_lshrrev_b32_e32 v96, 16, v17",1700,6800,
0x7f4ced42bd40,"v_lshrrev_b32_e32 v97, 16, v18",1700,6800,
0x7f4ced42bd44,"v_lshrrev_b32_e32 v98, 16, v19",1700,6800,
0x7f4ced42bd48,"v_cndmask_b32_e32 v19, 0, v19, vcc",1700,6800,
0x7f4ced42bd4c,"v_cndmask_b32_e32 v18, 0, v18, vcc",1700,6800,
0x7f4ced42bd50,"v_cndmask_b32_e32 v17, 0, v17, vcc",1700,6800,
0x7f4ced42bd54,"v_cndmask_b32_e32 v16, 0, v16, vcc",1700,6800,
0x7f4ced42bd58,"v_cndmask_b32_e32 v97, 0, v97, vcc",1700,6800,
0x7f4ced42bd5c,"v_cndmask_b32_e32 v98, 0, v98, vcc",1700,6800,
0x7f4ced42bd60,"v_perm_b32 v19, v98, v19, s44",1700,6800,
0x7f4ced42bd68,"v_perm_b32 v18, v97, v18, s44",1700,6800,
0x7f4ced42bd70,"v_cndmask_b32_e32 v96, 0, v96, vcc",1700,6800,
0x7f4ced42bd74,"v_perm_b32 v17, v96, v17, s44",1700,6800,
0x7f4ced42bd7c,"scratch_load_dwordx4 v[96:99], off, s38 offset:96",1700,6800,
0x7f4ced42bd84,s_waitcnt vmcnt(0),1700,731200,
0x7f4ced42bd88,"v_mfma_f32_16x16x16_f16 v[12:15], v[124:125], v[96:97], v[12:15]",1700,6800,
0x7f4ced42bd90,"v_cndmask_b32_e32 v96, 0, v100, vcc",1700,23800,
0x7f4ced42bd94,"v_perm_b32 v16, v96, v16, s44",1700,6800,
0x7f4ced42bd9c,"scratch_store_dwordx4 off, v[16:19], s39 offset:112",1700,6800,
0x7f4ced42bda4,"v_mfma_f32_16x16x16_f16 v[12:15], v[46:47], v[98:99], v[12:15]",1700,6800,
0x7f4ced42bdac,"v_or_b32_e32 v108, 0x100, v20",1700,23800,
0x7f4ced42bdb4,"v_add_lshl_u32 v16, v114, v108, 1",1700,6800,
0x7f4ced42bdbc,"buffer_load_dwordx4 v[16:19], v16, s[40:43], 0 offen",1700,6800,
0x7f4ced42bdc4,s_waitcnt vmcnt(0),1700,1066500,
0x7f4ced42bdc8,"v_lshrrev_b32_e32 v100, 16, v16",1700,6800,
0x7f4ced42bdcc,"v_lshrrev_b32_e32 v96, 16, v17",1700,6800,
0x7f4ced42bdd0,"v_lshrrev_b32_e32 v97, 16, v18",1700,6800,
0x7f4ced42bdd4,"v_lshrrev_b32_e32 v98, 16, v19",1700,6800,
0x7f4ced42bdd8,"v_cndmask_b32_e32 v19, 0, v19, vcc",1700,6800,
0x7f4ced42bddc,"v_cndmask_b32_e32 v18, 0, v18, vcc",1700,6800,
0x7f4ced42bde0,"v_cndmask_b32_e32 v17, 0, v17, vcc",1700,6800,
0x7f4ced42bde4,"v_cndmask_b32_e32 v16, 0, v16, vcc",1700,6800,
0x7f4ced42bde8,"v_cndmask_b32_e32 v97, 0, v97, vcc",1700,6800,
0x7f4ced42bdec,"v_cndmask_b32_e32 v98, 0, v98, vcc",1700,6800,
0x7f4ced42bdf0,"v_perm_b32 v19, v98, v19, s44",1700,6800,
0x7f4ced42bdf8,"v_perm_b32 v18, v97, v18, s44",1700,6800,
0x7f4ced42be00,"v_cndmask_b32_e32 v96, 0, v96, vcc",1700,6800,
0x7f4ced42be04,"v_perm_b32 v17, v96, v17, s44",1700,6800,
0x7f4ced42be0c,"scratch_load_dwordx4 v[96:99], off, s38 offset:112",1700,6800,
0x7f4ced42be14,s_waitcnt vmcnt(0),1700,742400,
0x7f4ced42be18,"v_mfma_f32_16x16x16_f16 v[12:15], v[48:49], v[96:97], v[12:15]",1700,6800,
0x7f4ced42be20,"v_cndmask_b32_e32 v96, 0, v100, vcc",1700,23800,
0x7f4ced42be24,"v_perm_b32 v16, v96, v16, s44",1700,6800,
0x7f4ced42be2c,"scratch_store_dwordx4 off, v[16:19], s39 offset:128",1700,6800,
0x7f4ced42be34,"v_mfma_f32_16x16x16_f16 v[12:15], v[50:51], v[98:99], v[12:15]",1700,6800,
0x7f4ced42be3c,"v_add_u32_e32 v109, 0x120, v20",1700,23800,
0x7f4ced42be44,"v_add_lshl_u32 v16, v114, v109, 1",1700,6800,
0x7f4ced42be4c,"buffer_load_dwordx4 v[16:19], v16, s[40:43], 0 offen",1700,6800,
0x7f4ced42be54,s_waitcnt vmcnt(0),1700,646300,
0x7f4ced42be58,"v_lshrrev_b32_e32 v100, 16, v16",1700,6800,
0x7f4ced42be5c,"v_lshrrev_b32_e32 v96, 16, v17",1700,6800,
0x7f4ced42be60,"v_lshrrev_b32_e32 v97, 16, v18",1700,6800,
0x7f4ced42be64,"v_lshrrev_b32_e32 v98, 16, v19",1700,6800,
0x7f4ced42be68,"v_cndmask_b32_e32 v19, 0, v19, vcc",1700,6800,
0x7f4ced42be6c,"v_cndmask_b32_e32 v18, 0, v18, vcc",1700,6800,
0x7f4ced42be70,"v_cndmask_b32_e32 v17, 0, v17, vcc",1700,6800,
0x7f4ced42be74,"v_cndmask_b32_e32 v16, 0, v16, vcc",1700,6800,
0x7f4ced42be78,"v_cndmask_b32_e32 v97, 0, v97, vcc",1700,6800,
0x7f4ced42be7c,"v_cndmask_b32_e32 v98, 0, v98, vcc",1700,6800,
0x7f4ced42be80,"v_perm_b32 v19, v98, v19, s44",1700,6800,
0x7f4ced42be88,"v_perm_b32 v18, v97, v18, s44",1700,6800,
0x7f4ced42be90,"v_cndmask_b32_e32 v96, 0, v96, vcc",1700,6800,
0x7f4ced42be94,"v_perm_b32 v17, v96, v17, s44",1700,6800,
0x7f4ced42be9c,"scratch_load_dwordx4 v[96:99], off, s38 offset:128",1700,6800,
0x7f4ced42bea4,s_waitcnt vmcnt(0),1700,730528,
0x7f4ced42bea8,"v_mfma_f32_16x16x16_f16 v[12:15], v[52:53], v[96:97], v[12:15]",1700,6800,
0x7f4ced42beb0,"v_cndmask_b32_e32 v96, 0, v100, vcc",1700,23800,
0x7f4ced42beb4,"v_perm_b32 v16, v96, v16, s44",1700,6800,
0x7f4ced42bebc,"scratch_store_dwordx4 off, v[16:19], s39 offset:144",1700,6800,
0x7f4ced42bec4,"v_mfma_f32_16x16x16_f16 v[12:15], v[54:55], v[98:99], v[12:15]",1700,6800,
0x7f4ced42becc,"v_or_b32_e32 v110, 0x140, v20",1700,23800,
0x7f4ced42bed4,"v_add_lshl_u32 v16, v114, v110, 1",1700,6800,
0x7f4ced42bedc,"buffer_load_dwordx4 v[16:19], v16, s[40:43], 0 offen",1700,6800,
0x7f4ced42bee4,s_waitcnt vmcnt(0),1700,1115280,
0x7f4ced42bee8,"v_lshrrev_b32_e32 v100, 16, v16",1700,6800,
0x7f4ced42beec,"v_lshrrev_b32_e32 v96, 16, v17",1700,6800,
0x7f4ced42bef0,"v_lshrrev_b32_e32 v97, 16, v18",1700,6800,
0x7f4ced42bef4,"v_lshrrev_b32_e32 v98, 16, v19",1700,6800,
0x7f4ced42bef8,"v_cndmask_b32_e32 v19, 0, v19, vcc",1700,6800,
0x7f4ced42befc,"v_cndmask_b32_e32 v18, 0, v18, vcc",1700,6800,
0x7f4ced42bf00,"v_cndmask_b32_e32 v17, 0, v17, vcc",1700,6800,
0x7f4ced42bf04,"v_cndmask_b32_e32 v16, 0, v16, vcc",1700,6800,
0x7f4ced42bf08,"v_cndmask_b32_e32 v97, 0, v97, vcc",1700,6800,
0x7f4ced42bf0c,"v_cndmask_b32_e32 v98, 0, v98, vcc",1700,6800,
0x7f4ced42bf10,"v_perm_b32 v19, v98, v19, s44",1700,6800,
0x7f4ced42bf18,"v_perm_b32 v18, v97, v18, s44",1700,6800,
0x7f4ced42bf20,"v_cndmask_b32_e32 v96, 0, v96, vcc",1700,6800,
0x7f4ced42bf24,"v_perm_b32 v17, v96, v17, s44",1700,6800,
0x7f4ced42bf2c,"scratch_load_dwordx4 v[96:99], off, s38 offset:144",1700,6800,
0x7f4ced42bf34,s_waitcnt vmcnt(0),1700,738608,
0x7f4ced42bf38,"v_mfma_f32_16x16x16_f16 v[12:15], v[56:57], v[96:97], v[12:15]",1700,6800,
0x7f4ced42bf40,"v_cndmask_b32_e32 v96, 0, v100, vcc",1700,23800,
0x7f4ced42bf44,"v_perm_b32 v16, v96, v16, s44",1700,6800,
0x7f4ced42bf4c,"scratch_store_dwordx4 off, v[16:19], s39 offset:160",1700,6800,
0x7f4ced42bf54,"v_mfma_f32_16x16x16_f16 v[12:15], v[58:59], v[98:99], v[12:15]",1700,6800,
0x7f4ced42bf5c,"v_add_u32_e32 v66, 0x160, v20",1700,23800,
0x7f4ced42bf64,"v_add_lshl_u32 v16, v114, v66, 1",1700,6800,
0x7f4ced42bf6c,"buffer_load_dwordx4 v[16:19], v16, s[40:43], 0 offen",1700,6800,
0x7f4ced42bf74,s_waitcnt vmcnt(0),1700,638372,
0x7f4ced42bf78,"v_lshrrev_b32_e32 v100, 16, v16",1700,6800,
0x7f4ced42bf7c,"v_lshrrev_b32_e32 v96, 16, v17",1700,6800,
0x7f4ced42bf80,"v_lshrrev_b32_e32 v97, 16, v18",1700,6800,
0x7f4ced42bf84,"v_lshrrev_b32_e32 v98, 16, v19",1700,6800,
0x7f4ced42bf88,"v_cndmask_b32_e32 v19, 0, v19, vcc",1700,6800,
0x7f4ced42bf8c,"v_cndmask_b32_e32 v18, 0, v18, vcc",1700,6800,
0x7f4ced42bf90,"v_cndmask_b32_e32 v17, 0, v17, vcc",1700,6800,
0x7f4ced42bf94,"v_cndmask_b32_e32 v16, 0, v16, vcc",1700,6800,
0x7f4ced42bf98,"v_cndmask_b32_e32 v97, 0, v97, vcc",1700,6800,
0x7f4ced42bf9c,"v_cndmask_b32_e32 v98, 0, v98, vcc",1700,6800,
0x7f4ced42bfa0,"v_perm_b32 v19, v98, v19, s44",1700,6800,
0x7f4ced42bfa8,"v_perm_b32 v18, v97, v18, s44",1700,6800,
0x7f4ced42bfb0,"v_cndmask_b32_e32 v96, 0, v96, vcc",1700,6800,
0x7f4ced42bfb4,"v_perm_b32 v17, v96, v17, s44",1700,6800,
0x7f4ced42bfbc,"scratch_load_dwordx4 v[96:99], off, s38 offset:160",1700,6800,
0x7f4ced42bfc4,s_waitcnt vmcnt(0),1700,734336,
0x7f4ced42bfc8,"v_mfma_f32_16x16x16_f16 v[12:15], v[60:61], v[96:97], v[12:15]",1700,6800,
0x7f4ced42bfd0,"v_cndmask_b32_e32 v96, 0, v100, vcc",1700,23800,
0x7f4ced42bfd4,"v_perm_b32 v16, v96, v16, s44",1700,6800,
0x7f4ced42bfdc,"scratch_store_dwordx4 off, v[16:19], s39 offset:176",1700,6800,
0x7f4ced42bfe4,"v_mfma_f32_16x16x16_f16 v[12:15], v[62:63], v[98:99], v[12:15]",1700,6800,
0x7f4ced42bfec,"scratch_load_dword v21, off, off offset:2332",1700,8500,
0x7f4ced42bff4,s_waitcnt vmcnt(0),1700,756936,
0x7f4ced42bff8,"v_add_lshl_u32 v16, v114, v21, 1",1700,6800,
0x7f4ced42c000,"buffer_load_dwordx4 v[16:19], v16, s[40:43], 0 offen",1700,6804,
0x7f4ced42c008,s_waitcnt vmcnt(0),1700,977584,
0x7f4ced42c00c,"v_lshrrev_b32_e32 v100, 16, v16",1700,6800,
0x7f4ced42c010,"v_lshrrev_b32_e32 v96, 16, v17",1700,6800,
0x7f4ced42c014,"v_lshrrev_b32_e32 v97, 16, v18",1700,6800,
0x7f4ced42c018,"v_lshrrev_b32_e32 v98, 16, v19",1700,6800,
0x7f4ced42c01c,"v_cndmask_b32_e32 v19, 0, v19, vcc",1700,6800,
0x7f4ced42c020,"v_cndmask_b32_e32 v18, 0, v18, vcc",1700,6800,
0x7f4ced42c024,"v_cndmask_b32_e32 v17, 0, v17, vcc",1700,6800,
0x7f4ced42c028,"v_cndmask_b32_e32 v16, 0, v16, vcc",1700,6800,
0x7f4ced42c02c,"v_cndmask_b32_e32 v97, 0, v97, vcc",1700,6800,
0x7f4ced42c030,"v_cndmask_b32_e32 v98, 0, v98, vcc",1700,6800,
0x7f4ced42c034,"v_perm_b32 v19, v98, v19, s44",1700,6800,
0x7f4ced42c03c,"v_perm_b32 v18, v97, v18, s44",1700,6800,
0x7f4ced42c044,"v_cndmask_b32_e32 v96, 0, v96, vcc",1700,6800,
0x7f4ced42c048,"v_perm_b32 v17, v96, v17, s44",1700,6800,
0x7f4ced42c050,"scratch_load_dwordx4 v[96:99], off, s38 offset:176",1700,6800,
0x7f4ced42c058,s_waitcnt vmcnt(0),1700,734560,
0x7f4ced42c05c,"v_mfma_f32_16x16x16_f16 v[12:15], v[68:69], v[96:97], v[12:15]",1700,6800,
0x7f4ced42c064,"v_cndmask_b32_e32 v96, 0, v100, vcc",1700,23800,
0x7f4ced42c068,"v_perm_b32 v16, v96, v16, s44",1700,6800,
0x7f4ced42c070,"scratch_store_dwordx4 off, v[16:19], s39 offset:192",1700,6800,
0x7f4ced42c078,"v_mfma_f32_16x16x16_f16 v[12:15], v[70:71], v[98:99], v[12:15]",1700,6800,
0x7f4ced42c080,s_nop 0,1700,6800,
0x7f4ced42c084,"v_add_lshl_u32 v16, v114, v112, 1",1700,17000,
0x7f4ced42c08c,"buffer_load_dwordx4 v[16:19], v16, s[40:43], 0 offen",1700,6800,
0x7f4ced42c094,s_waitcnt vmcnt(0),1700,641428,
0x7f4ced42c098,"v_lshrrev_b32_e32 v100, 16, v16",1700,6800,
0x7f4ced42c09c,"v_lshrrev_b32_e32 v96, 16, v17",1700,6800,
0x7f4ced42c0a0,"v_lshrrev_b32_e32 v97, 16, v18",1700,6800,
0x7f4ced42c0a4,"v_lshrrev_b32_e32 v98, 16, v19",1700,6800,
0x7f4ced42c0a8,"v_cndmask_b32_e32 v19, 0, v19, vcc",1700,6800,
0x7f4ced42c0ac,"v_cndmask_b32_e32 v18, 0, v18, vcc",1700,6800,
0x7f4ced42c0b0,"v_cndmask_b32_e32 v17, 0, v17, vcc",1700,6800,
0x7f4ced42c0b4,"v_cndmask_b32_e32 v16, 0, v16, vcc",1700,6800,
0x7f4ced42c0b8,"v_cndmask_b32_e32 v97, 0, v97, vcc",1700,6800,
0x7f4ced42c0bc,"v_cndmask_b32_e32 v98, 0, v98, vcc",1700,6800,
0x7f4ced42c0c0,"v_perm_b32 v19, v98, v19, s44",1700,6800,
0x7f4ced42c0c8,"v_perm_b32 v18, v97, v18, s44",1700,6800,
0x7f4ced42c0d0,"v_cndmask_b32_e32 v96, 0, v96, vcc",1700,6800,
0x7f4ced42c0d4,"v_perm_b32 v17, v96, v17, s44",1700,6800,
0x7f4ced42c0dc,"scratch_load_dwordx4 v[96:99], off, s38 offset:192",1700,6800,
0x7f4ced42c0e4,s_waitcnt vmcnt(0),1700,736344,
0x7f4ced42c0e8,"v_mfma_f32_16x16x16_f16 v[12:15], v[72:73], v[96:97], v[12:15]",1700,6800,
0x7f4ced42c0f0,"v_cndmask_b32_e32 v96, 0, v100, vcc",1700,23796,
0x7f4ced42c0f4,"v_perm_b32 v16, v96, v16, s44",1700,6800,
0x7f4ced42c0fc,"scratch_store_dwordx4 off, v[16:19], s39 offset:208",1700,6800,
0x7f4ced42c104,"v_mfma_f32_16x16x16_f16 v[12:15], v[74:75], v[98:99], v[12:15]",1700,6800,
0x7f4ced42c10c,s_nop 0,1700,6800,
0x7f4ced42c110,"v_add_lshl_u32 v16, v114, v113, 1",1700,16996,
0x7f4ced42c118,"buffer_load_dwordx4 v[16:19], v16, s[40:43], 0 offen",1700,6800,
0x7f4ced42c120,s_waitcnt vmcnt(0),1700,1292780,
0x7f4ced42c124,"v_lshrrev_b32_e32 v100, 16, v16",1700,6800,
0x7f4ced42c128,"v_lshrrev_b32_e32 v96, 16, v17",1700,6800,
0x7f4ced42c12c,"v_lshrrev_b32_e32 v97, 16, v18",1700,6800,
0x7f4ced42c130,"v_lshrrev_b32_e32 v98, 16, v19",1700,6800,
0x7f4ced42c134,"v_cndmask_b32_e32 v19, 0, v19, vcc",1700,6800,
0x7f4ced42c138,"v_cndmask_b32_e32 v18, 0, v18, vcc",1700,6800,
0x7f4ced42c13c,"v_cndmask_b32_e32 v17, 0, v17, vcc",1700,6800,
0x7f4ced42c140,"v_cndmask_b32_e32 v16, 0, v16, vcc",1700,6800,
0x7f4ced42c144,"v_cndmask_b32_e32 v97, 0, v97, vcc",1700,6800,
0x7f4ced42c148,"v_cndmask_b32_e32 v98, 0, v98, vcc",1700,6800,
0x7f4ced42c14c,"v_perm_b32 v19, v98, v19, s44",1700,6800,
0x7f4ced42c154,"v_perm_b32 v18, v97, v18, s44",1700,6800,
0x7f4ced42c15c,"v_cndmask_b32_e32 v96, 0, v96, vcc",1700,6800,
0x7f4ced42c160,"v_perm_b32 v17, v96, v17, s44",1700,6800,
0x7f4ced42c168,"scratch_load_dwordx4 v[96:99], off, s38 offset:208",1700,6800,
0x7f4ced42c170,s_waitcnt vmcnt(0),1700,786924,
0x7f4ced42c174,"v_mfma_f32_16x16x16_f16 v[12:15], v[76:77], v[96:97], v[12:15]",1700,6800,
0x7f4ced42c17c,"v_cndmask_b32_e32 v96, 0, v100, vcc",1700,23800,
0x7f4ced42c180,"v_perm_b32 v16, v96, v16, s44",1700,6800,
0x7f4ced42c188,"scratch_store_dwordx4 off, v[16:19], s39 offset:224",1700,6812,
0x7f4ced42c190,"v_mfma_f32_16x16x16_f16 v[12:15], v[78:79], v[98:99], v[12:15]",1700,6800,
0x7f4ced42c198,"scratch_load_dword v122, off, off offset:2344",1700,8500,
0x7f4ced42c1a0,s_waitcnt vmcnt(0),1700,711900,
0x7f4ced42c1a4,"v_add_lshl_u32 v16, v114, v122, 1",1700,6800,
0x7f4ced42c1ac,"buffer_load_dwordx4 v[16:19], v16, s[40:43], 0 offen",1700,6816,
0x7f4ced42c1b4,s_waitcnt vmcnt(0),1700,422960,
0x7f4ced42c1b8,"v_lshrrev_b32_e32 v100, 16, v16",1700,6800,
0x7f4ced42c1bc,"v_lshrrev_b32_e32 v96, 16, v17",1700,6800,
0x7f4ced42c1c0,"v_lshrrev_b32_e32 v97, 16, v18",1700,6800,
0x7f4ced42c1c4,"v_lshrrev_b32_e32 v98, 16, v19",1700,6800,
0x7f4ced42c1c8,"v_cndmask_b32_e32 v19, 0, v19, vcc",1700,6800,
0x7f4ced42c1cc,"v_cndmask_b32_e32 v18, 0, v18, vcc",1700,6800,
0x7f4ced42c1d0,"v_cndmask_b32_e32 v17, 0, v17, vcc",1700,6800,
0x7f4ced42c1d4,"v_cndmask_b32_e32 v16, 0, v16, vcc",1700,6800,
0x7f4ced42c1d8,"v_cndmask_b32_e32 v97, 0, v97, vcc",1700,6800,
0x7f4ced42c1dc,"v_cndmask_b32_e32 v98, 0, v98, vcc",1700,6800,
0x7f4ced42c1e0,"v_perm_b32 v19, v98, v19, s44",1700,6800,
0x7f4ced42c1e8,"v_perm_b32 v18, v97, v18, s44",1700,6800,
0x7f4ced42c1f0,"v_cndmask_b32_e32 v96, 0, v96, vcc",1700,6800,
0x7f4ced42c1f4,"v_perm_b32 v17, v96, v17, s44",1700,6800,
0x7f4ced42c1fc,"scratch_load_dwordx4 v[96:99], off, s38 offset:224",1700,6800,
0x7f4ced42c204,s_waitcnt vmcnt(0),1700,964684,
0x7f4ced42c208,"v_mfma_f32_16x16x16_f16 v[12:15], v[80:81], v[96:97], v[12:15]",1700,6800,
0x7f4ced42c210,"v_cndmask_b32_e32 v96, 0, v100, vcc",1700,23800,
0x7f4ced42c214,"v_perm_b32 v16, v96, v16, s44",1700,6800,
0x7f4ced42c21c,"scratch_store_dwordx4 off, v[16:19], s39 offset:240",1700,6848,
0x7f4ced42c224,"v_mfma_f32_16x16x16_f16 v[12:15], v[82:83], v[98:99], v[12:15]",1700,6800,
0x7f4ced42c22c,"v_add_u32_e32 v96, 16, v123",1700,23800,
0x7f4ced42c230,"v_ashrrev_i32_e32 v16, 31, v96",1700,6800,
0x7f4ced42c234,"v_add_u32_e32 v17, v96, v16",1700,6800,
0x7f4ced42c238,"v_xor_b32_e32 v17, v17, v16",1700,6800,
0x7f4ced42c23c,"v_mul_hi_u32 v18, v17, v101",1700,6800,
0x7f4ced42c244,"v_mul_lo_u32 v19, v18, s35",1700,6800,
0x7f4ced42c24c,"v_sub_u32_e32 v17, v17, v19",1700,6800,
0x7f4ced42c250,"v_cmp_le_u32_e64 s[0:1], s35, v17",1700,6800,
0x7f4ced42c258,"v_add_u32_e32 v19, 1, v18",1700,6800,
0x7f4ced42c25c,s_nop 0,1700,6800,
0x7f4ced42c260,"v_cndmask_b32_e64 v18, v18, v19, s[0:1]",1700,6800,
0x7f4ced42c268,"v_subrev_u32_e32 v19, s35, v17",1700,6800,
0x7f4ced42c26c,"v_cndmask_b32_e64 v17, v17, v19, s[0:1]",1700,6800,
0x7f4ced42c274,"v_cmp_le_u32_e64 s[0:1], s35, v17",1700,6800,
0x7f4ced42c27c,"v_add_u32_e32 v17, 1, v18",1700,6800,
0x7f4ced42c280,s_nop 0,1700,6800,
0x7f4ced42c284,"v_cndmask_b32_e64 v17, v18, v17, s[0:1]",1700,6800,
0x7f4ced42c28c,"v_xor_b32_e32 v16, s28, v16",1700,6800,
0x7f4ced42c290,"v_xor_b32_e32 v17, v17, v16",1700,6800,
0x7f4ced42c294,"v_sub_u32_e32 v16, v17, v16",1700,6800,
0x7f4ced42c298,"v_ashrrev_i32_e32 v17, 31, v16",1700,6800,
0x7f4ced42c29c,"v_lshl_add_u64 v[18:19], v[16:17], 2, s[18:19]",1700,6800,
0x7f4ced42c2a4,"global_load_dword v17, v[18:19], off",1700,6800,
0x7f4ced42c2ac,"v_mul_lo_u32 v16, v16, s29",1700,6800,
0x7f4ced42c2b4,"v_sub_u32_e32 v16, v96, v16",1700,6800,
0x7f4ced42c2b8,s_waitcnt vmcnt(0),1700,529436,
0x7f4ced42c2bc,"v_mad_u64_u32 v[16:17], s[0:1], v17, s29, v[16:17]",1700,6800,
0x7f4ced42c2c4,"v_mul_lo_u32 v118, v16, s34",1700,6800,
0x7f4ced42c2cc,"v_add_lshl_u32 v16, v118, v122, 1",1700,6800,
0x7f4ced42c2d4,"buffer_load_dwordx4 v[16:19], v16, s[40:43], 0 offen",1700,6808,
0x7f4ced42c2dc,s_waitcnt vmcnt(0),1700,1023436,
0x7f4ced42c2e0,"v_lshrrev_b32_e32 v100, 16, v16",1700,6800,
0x7f4ced42c2e4,"v_lshrrev_b32_e32 v96, 16, v17",1700,6800,
0x7f4ced42c2e8,"v_lshrrev_b32_e32 v97, 16, v18",1700,6800,
0x7f4ced42c2ec,"v_lshrrev_b32_e32 v98, 16, v19",1700,6800,
0x7f4ced42c2f0,"v_cndmask_b32_e32 v19, 0, v19, vcc",1700,6800,
0x7f4ced42c2f4,"v_cndmask_b32_e32 v18, 0, v18, vcc",1700,6800,
0x7f4ced42c2f8,"v_cndmask_b32_e32 v17, 0, v17, vcc",1700,6800,
0x7f4ced42c2fc,"v_cndmask_b32_e32 v16, 0, v16, vcc",1700,6800,
0x7f4ced42c300,"v_cndmask_b32_e32 v97, 0, v97, vcc",1700,6800,
0x7f4ced42c304,"v_cndmask_b32_e32 v98, 0, v98, vcc",1700,6800,
0x7f4ced42c308,"v_perm_b32 v19, v98, v19, s44",1700,6800,
0x7f4ced42c310,"v_perm_b32 v18, v97, v18, s44",1700,6800,
0x7f4ced42c318,"v_cndmask_b32_e32 v96, 0, v96, vcc",1700,6800,
0x7f4ced42c31c,"v_perm_b32 v17, v96, v17, s44",1700,6800,
0x7f4ced42c324,"scratch_load_dwordx4 v[96:99], off, s38 offset:240",1700,6800,
0x7f4ced42c32c,s_waitcnt vmcnt(0),1700,781988,
0x7f4ced42c330,"v_mfma_f32_16x16x16_f16 v[12:15], v[84:85], v[96:97], v[12:15]",1700,6800,
0x7f4ced42c338,"v_cndmask_b32_e32 v96, 0, v100, vcc",1700,23800,
0x7f4ced42c33c,"v_perm_b32 v16, v96, v16, s44",1700,6800,
0x7f4ced42c344,"scratch_store_dwordx4 off, v[16:19], s39 offset:496",1700,6804,
0x7f4ced42c34c,"v_mfma_f32_16x16x16_f16 v[12:15], v[86:87], v[98:99], v[12:15]",1700,6800,
0x7f4ced42c354,s_nop 0,1700,6800,
0x7f4ced42c358,"v_add_lshl_u32 v16, v118, v113, 1",1700,17000,
0x7f4ced42c360,"buffer_load_dwordx4 v[16:19], v16, s[40:43], 0 offen",1700,6800,
0x7f4ced42c368,s_waitcnt vmcnt(0),1700,651632,
0x7f4ced42c36c,"v_lshrrev_b32_e32 v96, 16, v16",1700,6800,
0x7f4ced42c370,"v_lshrrev_b32_e32 v97, 16, v17",1700,6800,
0x7f4ced42c374,"v_lshrrev_b32_e32 v98, 16, v18",1700,6800,
0x7f4ced42c378,"v_lshrrev_b32_e32 v99, 16, v19",1700,6800,
0x7f4ced42c37c,"v_cndmask_b32_e32 v19, 0, v19, vcc",1700,6800,
0x7f4ced42c380,"v_cndmask_b32_e32 v18, 0, v18, vcc",1700,6800,
0x7f4ced42c384,"v_cndmask_b32_e32 v17, 0, v17, vcc",1700,6800,
0x7f4ced42c388,"v_cndmask_b32_e32 v16, 0, v16, vcc",1700,6800,
0x7f4ced42c38c,"v_cndmask_b32_e32 v98, 0, v98, vcc",1700,6800,
0x7f4ced42c390,"v_cndmask_b32_e32 v99, 0, v99, vcc",1700,6800,
0x7f4ced42c394,"v_perm_b32 v19, v99, v19, s44",1700,6800,
0x7f4ced42c39c,"v_perm_b32 v18, v98, v18, s44",1700,6800,
0x7f4ced42c3a4,"v_cndmask_b32_e32 v97, 0, v97, vcc",1700,6800,
0x7f4ced42c3a8,"v_perm_b32 v17, v97, v17, s44",1700,6800,
0x7f4ced42c3b0,"v_cndmask_b32_e32 v96, 0, v96, vcc",1700,6800,
0x7f4ced42c3b4,"v_perm_b32 v16, v96, v16, s44",1700,6800,
0x7f4ced42c3bc,"scratch_store_dwordx4 off, v[16:19], s39 offset:480",1700,6800,
0x7f4ced42c3c4,s_nop 1,1700,6800,
0x7f4ced42c3c8,"v_add_lshl_u32 v16, v118, v112, 1",1700,6800,
0x7f4ced42c3d0,"buffer_load_dwordx4 v[16:19], v16, s[40:43], 0 offen",1700,6800,
0x7f4ced42c3d8,s_waitcnt vmcnt(0),1700,1188868,
0x7f4ced42c3dc,"v_lshrrev_b32_e32 v96, 16, v16",1700,6800,
0x7f4ced42c3e0,"v_lshrrev_b32_e32 v97, 16, v17",1700,6800,
0x7f4ced42c3e4,"v_lshrrev_b32_e32 v98, 16, v18",1700,6800,
0x7f4ced42c3e8,"v_lshrrev_b32_e32 v99, 16, v19",1700,6800,
0x7f4ced42c3ec,"v_cndmask_b32_e32 v19, 0, v19, vcc",1700,6800,
0x7f4ced42c3f0,"v_cndmask_b32_e32 v18, 0, v18, vcc",1700,6800,
0x7f4ced42c3f4,"v_cndmask_b32_e32 v17, 0, v17, vcc",1700,6800,
0x7f4ced42c3f8,"v_cndmask_b32_e32 v16, 0, v16, vcc",1700,6800,
0x7f4ced42c3fc,"v_cndmask_b32_e32 v98, 0, v98, vcc",1700,6800,
0x7f4ced42c400,"v_cndmask_b32_e32 v99, 0, v99, vcc",1700,6800,
0x7f4ced42c404,"v_perm_b32 v19, v99, v19, s44",1700,6800,
0x7f4ced42c40c,"v_perm_b32 v18, v98, v18, s44",1700,6800,
0x7f4ced42c414,"v_cndmask_b32_e32 v97, 0, v97, vcc",1700,6800,
