Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU,SQ_INSTS_VALU_ADD_F16,SQ_INSTS_VALU_MUL_F16,SQ_INSTS_VALU_FMA_F16,SQ_INSTS_VALU_TRANS_F16,TA_BUFFER_ATOMIC_WAVEFRONTS_sum,TA_BUFFER_TOTAL_CYCLES_sum,TD_ATOMIC_WAVEFRONT_sum,TD_STORE_WAVEFRONT_sum,TCP_VOLATILE_sum,TCP_TOTAL_ACCESSES_sum,TCP_TOTAL_READ_sum,TCP_TOTAL_WRITE_sum,TCC_EA0_RDREQ[0],TCC_EA0_RDREQ_32B[0],TCC_EA0_WRREQ[0],TCC_EA0_WRREQ_64B[0],TCC_EA0_RDREQ[1],TCC_EA0_RDREQ_32B[1],TCC_EA0_WRREQ[1],TCC_EA0_WRREQ_64B[1],TCC_EA0_RDREQ[2],TCC_EA0_RDREQ_32B[2],TCC_EA0_WRREQ[2],TCC_EA0_WRREQ_64B[2],TCC_EA0_RDREQ[3],TCC_EA0_RDREQ_32B[3],TCC_EA0_WRREQ[3],TCC_EA0_WRREQ_64B[3],TCC_EA0_RDREQ[4],TCC_EA0_RDREQ_32B[4],TCC_EA0_WRREQ[4],TCC_EA0_WRREQ_64B[4],TCC_EA0_RDREQ[5],TCC_EA0_RDREQ_32B[5],TCC_EA0_WRREQ[5],TCC_EA0_WRREQ_64B[5],TCC_EA0_RDREQ[6],TCC_EA0_RDREQ_32B[6],TCC_EA0_WRREQ[6],TCC_EA0_WRREQ_64B[6],TCC_EA0_RDREQ[7],TCC_EA0_RDREQ_32B[7],TCC_EA0_WRREQ[7],TCC_EA0_WRREQ_64B[7],TCC_EA0_RDREQ[8],TCC_EA0_RDREQ_32B[8],TCC_EA0_WRREQ[8],TCC_EA0_WRREQ_64B[8],TCC_EA0_RDREQ[9],TCC_EA0_RDREQ_32B[9],TCC_EA0_WRREQ[9],TCC_EA0_WRREQ_64B[9],TCC_EA0_RDREQ[10],TCC_EA0_RDREQ_32B[10],TCC_EA0_WRREQ[10],TCC_EA0_WRREQ_64B[10],TCC_EA0_RDREQ[11],TCC_EA0_RDREQ_32B[11],TCC_EA0_WRREQ[11],TCC_EA0_WRREQ_64B[11],TCC_EA0_RDREQ[12],TCC_EA0_RDREQ_32B[12],TCC_EA0_WRREQ[12],TCC_EA0_WRREQ_64B[12],TCC_EA0_RDREQ[13],TCC_EA0_RDREQ_32B[13],TCC_EA0_WRREQ[13],TCC_EA0_WRREQ_64B[13],TCC_EA0_RDREQ[14],TCC_EA0_RDREQ_32B[14],TCC_EA0_WRREQ[14],TCC_EA0_WRREQ_64B[14],TCC_EA0_RDREQ[15],TCC_EA0_RDREQ_32B[15],TCC_EA0_WRREQ[15],TCC_EA0_WRREQ_64B[15],CPC_CPC_TCIU_IDLE,CPC_CPC_STAT_STALL,CPF_CPF_STAT_IDLE,CPF_CPF_TCIU_IDLE,SPI_RA_REQ_NO_ALLOC,SPI_RA_REQ_NO_ALLOC_CSN,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
100,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,417,441454,441454,49152,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,2300,31903,2548194,6928,0,0,0,0,0.0,0.0,0.0,2300.0,146816.0,146816.0,0.0,146816.0,0,0,764,764,0,0,764,764,11,0,764,764,4,0,764,764,8,0,768,768,18,0,768,768,2,0,768,768,14,0,768,768,0,0,764,764,0,0,764,764,10,0,764,764,4,0,764,764,8,0,764,764,18,0,764,764,2,0,764,764,16,0,764,764,59280,23324,0,49476,24,792,3806408628102798,3806496826921251,3806496826936011,3806408628940535
101,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,420,441454,441454,454656,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,21326,423906,33911970,64008,0,0,0,0,0.0,0.0,0.0,21326.0,1363616.0,1363616.0,0.0,1363616.0,0,0,7104,7104,0,0,7104,7104,14,0,7104,7104,4,0,7104,7104,8,0,7104,7104,18,0,7104,7104,2,0,7104,7104,14,0,7104,7104,0,0,7104,7104,0,0,7100,7100,13,0,7100,7100,4,0,7100,7100,8,0,7104,7104,18,0,7104,7104,6,0,7104,7104,16,0,7104,7104,104526,22228,0,86900,35393,19040,3806408629498326,3806496826970891,3806496826979971,3806408630343752
102,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,423,441454,441454,461824,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,21639,427766,34203042,64930,0,0,0,0,0.0,0.0,0.0,21639.0,1384752.0,1384752.0,0.0,1384752.0,0,0,7212,7212,0,0,7212,7212,11,0,7212,7212,4,0,7212,7212,8,0,7216,7216,18,0,7214,7214,4,0,7212,7212,12,0,7212,7212,0,0,7212,7212,0,0,7212,7212,10,0,7212,7212,4,0,7212,7212,8,0,7212,7212,18,0,7212,7212,4,0,7212,7212,14,0,7212,7212,104567,22370,0,87802,35674,19339,3806408630899912,3806496827017371,3806496827025851,3806408631746790
103,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,426,441454,441454,400384,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,18771,376691,30126925,56341,0,0,0,0,0.0,0.0,0.0,18771.0,1200624.0,1200624.0,0.0,1200624.0,0,0,6252,6252,0,0,6252,6252,9,0,6252,6252,6,0,6252,6252,8,0,6252,6252,18,0,6252,6252,8,0,6252,6252,12,0,6252,6252,0,0,6256,6256,0,0,6256,6256,8,0,6256,6256,6,0,6256,6256,8,0,6256,6256,18,0,6254,6254,4,0,6256,6256,14,0,6256,6256,98854,22744,0,81648,30917,15379,3806408632307580,3806496827063652,3806496827070252,3806408633153721
104,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,429,441454,441454,586752,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,27503,550192,44003101,82537,0,0,0,0,0.0,0.0,0.0,27503.0,1759664.0,1759664.0,0.0,1759664.0,0,0,9164,9164,0,0,9164,9164,9,0,9164,9164,9,0,9164,9164,8,0,9164,9164,20,0,9164,9164,6,0,9164,9164,12,0,9164,9164,0,0,9168,9168,0,0,9168,9168,8,0,9168,9168,10,0,9168,9168,8,0,9164,9164,20,0,9164,9164,2,0,9166,9166,14,0,9168,9168,118538,22319,0,102593,45766,28104,3806408633715196,3806496827108972,3806496827117732,3806408634558791
105,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,432,441454,441454,222464,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,10423,196258,15699307,31294,0,0,0,0,0.0,0.0,0.0,10423.0,666736.0,666736.0,0.0,666736.0,0,0,3472,3472,0,0,3472,3472,9,0,3472,3472,6,0,3472,3472,8,0,3476,3476,20,0,3476,3476,2,0,3476,3476,12,0,3474,3474,0,0,3472,3472,0,0,3472,3472,8,0,3472,3472,6,0,3472,3472,8,0,3472,3472,20,0,3472,3472,2,0,3472,3472,14,0,3472,3472,77740,22321,0,61362,15626,5554,3806408635113986,3806496827153692,3806496827168012,3806408635947640
106,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,435,441454,441454,286208,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,13417,258392,20669161,40279,0,0,0,0,0.0,0.0,0.0,13417.0,858064.0,858064.0,0.0,858064.0,0,0,4472,4472,0,0,4472,4472,9,0,4468,4468,6,0,4470,4470,10,0,4472,4472,18,0,4472,4472,6,0,4472,4472,12,0,4472,4472,0,0,4468,4468,0,0,4468,4468,8,0,4468,4468,6,0,4468,4468,10,0,4468,4468,18,0,4468,4468,2,0,4468,4468,14,0,4468,4468,84120,22896,0,67457,20848,8149,3806408636503839,3806496827202572,3806496827213332,3806408637352070
107,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,438,441454,441454,601088,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,28165,565757,45255758,84502,0,0,0,0,0.0,0.0,0.0,28165.0,1802512.0,1802512.0,0.0,1802512.0,0,0,9388,9388,0,0,9388,9388,9,0,9388,9388,6,0,9388,9388,10,0,9388,9388,18,0,9388,9388,2,0,9388,9388,12,0,9390,9390,0,0,9388,9388,0,0,9388,9388,8,0,9388,9388,6,0,9388,9388,10,0,9388,9388,18,0,9388,9388,2,0,9388,9388,14,0,9388,9388,120821,22033,0,104645,47010,27644,3806408637913431,3806496827247972,3806496827255252,3806408638746843
108,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,441,441454,441454,448512,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,21032,415816,33262720,63124,0,0,0,0,0.0,0.0,0.0,21032.0,1345088.0,1345088.0,0.0,1345088.0,0,0,7004,7004,0,0,7004,7004,9,0,7004,7004,6,0,7004,7004,8,0,7008,7008,18,0,7008,7008,6,0,7004,7004,14,0,7004,7004,0,0,7008,7008,0,0,7008,7008,8,0,7008,7008,6,0,7008,7008,8,0,7008,7008,18,0,7008,7008,2,0,7008,7008,16,0,7008,7008,102419,21448,0,86051,33984,19304,3806408639311689,3806496827294173,3806496827302453,3806408640165100
109,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,444,441454,441454,332544,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,15584,299224,23929884,46780,0,0,0,0,0.0,0.0,0.0,15584.0,996992.0,996992.0,0.0,996992.0,2,0,5196,5196,0,0,5196,5196,9,0,5196,5196,6,0,5196,5196,8,0,5192,5192,18,0,5192,5192,2,0,5192,5192,14,0,5192,5192,4,0,5192,5192,0,0,5192,5192,8,0,5192,5192,6,0,5192,5192,8,0,5192,5192,18,0,5192,5192,2,0,5192,5192,16,0,5192,5192,88640,22038,0,72841,24816,12269,3806408640725676,3806496827338693,3806496827349293,3806408641565533
110,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,447,441454,441454,588288,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,27590,550479,44038746,82800,0,0,0,0,0.0,0.0,0.0,27590.0,1764512.0,1764512.0,0.0,1764512.0,2,0,9192,9192,0,0,9192,9192,9,0,9192,9192,4,0,9192,9192,8,0,9188,9188,18,0,9188,9188,8,0,9192,9192,12,0,9188,9188,2,0,9192,9192,0,0,9192,9192,8,0,9192,9192,4,0,9192,9192,8,0,9192,9192,18,0,9192,9192,4,0,9192,9192,14,0,9192,9192,119197,22303,0,101772,45578,27570,3806408642122613,3806496827383133,3806496827393813,3806408642965121
111,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,450,441454,441454,547584,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,25658,510582,40832430,76984,0,0,0,0,0.0,0.0,0.0,25658.0,1642016.0,1642016.0,0.0,1642016.0,2,0,8552,8552,0,0,8552,8552,9,0,8552,8552,4,0,8552,8552,8,0,8552,8552,18,0,8552,8552,4,0,8552,8552,12,0,8552,8552,2,0,8552,8552,0,0,8552,8552,8,0,8552,8552,4,0,8552,8552,8,0,8552,8552,18,0,8552,8552,4,0,8556,8556,14,0,8552,8552,112384,22206,0,95645,42196,24699,3806408643524741,3806496827428613,3806496827442693,3806408644368115
112,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,453,441454,441454,219648,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,10310,192356,15383266,30960,0,0,0,0,0.0,0.0,0.0,10310.0,658592.0,658592.0,0.0,658592.0,2,0,3432,3432,2,0,3432,3432,9,0,3432,3432,4,0,3432,3432,8,0,3432,3432,18,0,3432,3432,2,0,3432,3432,12,0,3432,3432,2,0,3432,3432,2,0,3432,3432,8,0,3432,3432,4,0,3432,3432,8,0,3428,3428,18,0,3428,3428,6,0,3428,3428,14,0,3432,3432,74696,21760,0,58047,15154,4612,3806408644925211,3806496827477333,3806496827488613,3806408645762643
113,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,456,441454,441454,277248,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,13010,246585,19725256,39060,0,0,0,0,0.0,0.0,0.0,13010.0,831392.0,831392.0,0.0,831392.0,2,0,4328,4328,2,0,4328,4328,9,0,4332,4332,4,0,4328,4328,8,0,4332,4332,18,0,4332,4332,2,0,4332,4332,12,0,4332,4332,2,0,4332,4332,2,0,4332,4332,8,0,4332,4332,4,0,4332,4332,8,0,4332,4332,18,0,4332,4332,6,0,4332,4332,14,0,4332,4332,81495,21577,0,65589,19322,7764,3806408646320921,3806496827523453,3806496827536333,3806408647163792
114,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,459,441454,441454,358656,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,16802,329188,26329625,50416,0,0,0,0,0.0,0.0,0.0,16802.0,1075232.0,1075232.0,0.0,1075232.0,4,0,5600,5600,0,0,5600,5600,9,0,5600,5600,4,0,5600,5600,8,0,5600,5600,18,0,5600,5600,2,0,5600,5600,12,0,5600,5600,4,0,5600,5600,0,0,5600,5600,8,0,5600,5600,4,0,5600,5600,8,0,5600,5600,18,0,5604,5604,2,0,5600,5600,14,0,5600,5600,97498,23416,0,68988,27347,13315,3806408647722713,3806496827569694,3806496827576734,3806408648565870
115,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,462,441454,441454,185600,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,8713,157700,12616105,26168,0,0,0,0,0.0,0.0,0.0,8713.0,556432.0,556432.0,0.0,556432.0,2,0,2900,2900,2,0,2900,2900,9,0,2900,2900,4,0,2900,2900,8,0,2900,2900,18,0,2900,2900,2,0,2900,2900,12,0,2900,2900,2,0,2900,2900,2,0,2900,2900,8,0,2900,2900,4,0,2900,2900,8,0,2896,2896,18,0,2896,2896,6,0,2896,2896,14,0,2898,2898,72149,22684,0,57496,11945,3321,3806408649130803,3806496827618934,3806496827630294,3806408649975585
116,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,465,441454,441454,333568,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,15648,304024,24315360,46972,0,0,0,0,0.0,0.0,0.0,15648.0,1000320.0,1000320.0,0.0,1000320.0,0,0,5212,5212,2,0,5212,5212,9,0,5212,5212,6,0,5212,5212,8,0,5208,5208,18,0,5208,5208,2,0,5208,5208,12,0,5208,5208,0,0,5212,5212,2,0,5212,5212,8,0,5212,5212,6,0,5212,5212,8,0,5212,5212,18,0,5212,5212,6,0,5212,5212,14,0,5212,5212,88786,21642,0,71449,24352,11281,3806408650534452,3806496827664334,3806496827671254,3806408651367066
117,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,468,441454,441454,541184,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,25357,502677,40206367,76078,0,0,0,0,0.0,0.0,0.0,25357.0,1622800.0,1622800.0,0.0,1622800.0,0,0,8452,8452,4,0,8452,8452,9,0,8452,8452,6,0,8452,8452,8,0,8452,8452,18,0,8452,8452,2,0,8452,8452,12,0,8452,8452,0,0,8452,8452,6,0,8452,8452,8,0,8452,8452,6,0,8452,8452,8,0,8452,8452,18,0,8452,8452,2,0,8454,8454,14,0,8452,8452,115417,23595,0,97461,43420,26216,3806408651925542,3806496827709214,3806496827722494,3806408652761735
118,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,471,441454,441454,308224,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,14460,283207,22650714,43408,0,0,0,0,0.0,0.0,0.0,14460.0,924288.0,924288.0,0.0,924288.0,0,0,4816,4816,7,0,4816,4816,11,0,4816,4816,4,0,4816,4816,8,0,4812,4812,18,0,4812,4812,2,0,4812,4812,12,0,4812,4812,0,0,4816,4816,6,0,4816,4816,10,0,4816,4816,4,0,4816,4816,8,0,4816,4816,18,0,4816,4816,6,0,4816,4816,14,0,4816,4816,85778,22543,0,69269,22671,9926,3806408653320351,3806496827755654,3806496827764134,3806408654156968
119,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,474,441454,441454,534528,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,25067,503246,40255557,75229,0,0,0,0,0.0,0.0,0.0,25067.0,1603184.0,1603184.0,0.0,1603184.0,0,0,8352,8352,2,0,8352,8352,11,0,8352,8352,4,0,8352,8352,8,0,8352,8352,18,0,8352,8352,6,0,8352,8352,12,0,8352,8352,0,0,8348,8348,2,0,8348,8348,10,0,8348,8348,4,0,8348,8348,8,0,8352,8352,18,0,8350,8350,2,0,8352,8352,14,0,8352,8352,112777,22825,0,95303,41338,24537,3806408654715411,3806496827806815,3806496827818095,3806408655548420
120,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,477,441454,441454,273152,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,12817,246270,19697918,38480,0,0,0,0,0.0,0.0,0.0,12817.0,819088.0,819088.0,0.0,819088.0,0,0,4268,4268,4,0,4268,4268,9,0,4268,4268,4,0,4268,4268,8,0,4268,4268,18,0,4268,4268,2,0,4268,4268,12,0,4268,4268,0,0,4264,4264,4,0,4266,4266,8,0,4264,4264,4,0,4264,4264,8,0,4268,4268,18,0,4268,4268,6,0,4268,4268,14,0,4268,4268,82048,21974,0,65158,20009,7519,3806408656109757,3806496827853895,3806496827867335,3806408656960385
121,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,480,441454,441454,277760,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,13033,245634,19651463,39128,0,0,0,0,0.0,0.0,0.0,13033.0,832912.0,832912.0,0.0,832912.0,0,0,4340,4340,4,0,4340,4340,12,0,4340,4340,4,0,4340,4340,8,0,4340,4340,18,0,4340,4340,6,0,4340,4340,12,0,4340,4340,0,0,4340,4340,4,0,4340,4340,10,0,4340,4340,4,0,4340,4340,8,0,4336,4336,18,0,4338,4338,2,0,4336,4336,14,0,4336,4336,83754,23121,0,66621,19497,7816,3806408657515530,3806496827901815,3806496827911975,3806408658356217
122,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,483,441454,441454,195328,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,9159,168428,13471225,27505,0,0,0,0,0.0,0.0,0.0,9159.0,585456.0,585456.0,0.0,585456.0,2,0,3050,3050,0,0,3052,3052,11,0,3052,3052,4,0,3052,3052,8,0,3052,3052,18,0,3052,3052,6,0,3052,3052,12,0,3052,3052,2,0,3048,3048,0,0,3048,3048,10,0,3048,3048,4,0,3048,3048,8,0,3048,3048,18,0,3048,3048,2,0,3048,3048,14,0,3048,3048,72256,22440,0,57576,12133,3434,3806408658914267,3806496827947015,3806496827956455,3806408659746351
123,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,486,441454,441454,343808,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,16108,315972,25277182,48340,0,0,0,0,0.0,0.0,0.0,16108.0,1030720.0,1030720.0,0.0,1030720.0,2,0,5368,5368,0,0,5368,5368,11,0,5368,5368,4,0,5368,5368,8,0,5368,5368,18,0,5368,5368,2,0,5368,5368,12,0,5368,5368,2,0,5368,5368,0,0,5368,5368,10,0,5368,5368,4,0,5368,5368,8,0,5368,5368,18,0,5368,5368,2,0,5372,5372,14,0,5372,5372,90667,22749,0,73326,25470,11902,3806408660311598,3806496827992335,3806496828006695,3806408661161020
124,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,489,441454,441454,282112,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,13224,254217,20332888,39700,0,0,0,0,0.0,0.0,0.0,13224.0,845760.0,845760.0,0.0,845760.0,0,0,4408,4408,0,0,4408,4408,15,0,4404,4404,6,0,4404,4404,8,0,4408,4408,18,0,4408,4408,2,0,4408,4408,12,0,4408,4408,0,0,4404,4404,0,0,4404,4404,14,0,4404,4404,6,0,4404,4404,8,0,4404,4404,18,0,4404,4404,6,0,4404,4404,14,0,4404,4404,84214,23065,0,66345,20018,8423,3806408661722261,3806496828041415,3806496828051816,3806408662569926
125,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,492,441454,441454,495104,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,23215,461857,36943107,69673,0,0,0,0,0.0,0.0,0.0,23215.0,1484848.0,1484848.0,0.0,1484848.0,0,0,7736,7736,0,0,7736,7736,11,0,7736,7736,6,0,7736,7736,8,0,7736,7736,18,0,7736,7736,6,0,7736,7736,12,0,7736,7736,0,0,7732,7732,0,0,7732,7732,10,0,7736,7736,6,0,7734,7734,8,0,7732,7732,18,0,7732,7732,2,0,7732,7732,14,0,7732,7732,107590,22257,0,90264,37736,21939,3806408663131080,3806496828087336,3806496828094576,3806408663982442
126,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,495,441454,441454,205568,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,9655,178486,14280676,28991,0,0,0,0,0.0,0.0,0.0,9655.0,616432.0,616432.0,0.0,616432.0,0,0,3212,3212,0,0,3212,3212,13,0,3212,3212,4,0,3210,3210,8,0,3212,3212,18,0,3212,3212,6,0,3212,3212,12,0,3212,3212,0,0,3212,3212,0,0,3212,3212,12,0,3212,3212,4,0,3212,3212,8,0,3212,3212,18,0,3212,3212,2,0,3212,3212,14,0,3212,3212,74459,22416,0,59678,12777,3656,3806408664539487,3806496828132816,3806496828143256,3806408665370712
127,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,498,441454,441454,327680,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,15370,297518,23798806,46138,0,0,0,0,0.0,0.0,0.0,15370.0,982624.0,982624.0,0.0,982624.0,0,0,5120,5120,0,0,5120,5120,13,0,5120,5120,4,0,5120,5120,8,0,5120,5120,18,0,5120,5120,6,0,5120,5120,12,0,5120,5120,0,0,5116,5116,0,0,5116,5116,12,0,5116,5116,4,0,5116,5116,8,0,5120,5120,18,0,5120,5120,2,0,5120,5120,14,0,5116,5116,90025,22626,0,72831,23640,11241,3806408665929548,3806496828177976,3806496828187016,3806408666759867
128,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,501,441454,441454,348928,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,16374,320534,25632660,49150,0,0,0,0,0.0,0.0,0.0,16374.0,1046496.0,1046496.0,0.0,1046496.0,0,0,5452,5452,0,0,5452,5452,9,0,5452,5452,6,0,5452,5452,8,0,5452,5452,20,0,5452,5452,2,0,5452,5452,12,0,5452,5452,0,0,5452,5452,0,0,5452,5452,8,0,5452,5452,6,0,5452,5452,8,0,5448,5448,20,0,5452,5452,6,0,5452,5452,14,0,5452,5452,90939,22577,0,73689,25290,12268,3806408667321964,3806496828223336,3806496828234936,3806408668158925
129,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,504,441454,441454,118528,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,5556,89949,7192822,16696,0,0,0,0,0.0,0.0,0.0,5556.0,355008.0,355008.0,0.0,355008.0,0,0,1848,1848,0,0,1848,1848,9,0,1848,1848,6,0,1848,1848,8,0,1848,1848,20,0,1848,1848,2,0,1848,1848,12,0,1848,1848,0,0,1848,1848,0,0,1848,1848,8,0,1852,1852,6,0,1852,1852,8,0,1852,1852,20,0,1852,1852,6,0,1852,1852,14,0,1852,1852,64950,24131,0,54799,24,1876,3806408668722624,3806496828269216,3806496828278976,3806408669555985
