Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU,SQ_INSTS_VALU_ADD_F16,SQ_INSTS_VALU_MUL_F16,SQ_INSTS_VALU_FMA_F16,SQ_INSTS_VALU_TRANS_F16,TA_BUFFER_ATOMIC_WAVEFRONTS_sum,TA_BUFFER_TOTAL_CYCLES_sum,TD_ATOMIC_WAVEFRONT_sum,TD_STORE_WAVEFRONT_sum,TCP_VOLATILE_sum,TCP_TOTAL_ACCESSES_sum,TCP_TOTAL_READ_sum,TCP_TOTAL_WRITE_sum,TCC_EA0_RDREQ[0],TCC_EA0_RDREQ_32B[0],TCC_EA0_WRREQ[0],TCC_EA0_WRREQ_64B[0],TCC_EA0_RDREQ[1],TCC_EA0_RDREQ_32B[1],TCC_EA0_WRREQ[1],TCC_EA0_WRREQ_64B[1],TCC_EA0_RDREQ[2],TCC_EA0_RDREQ_32B[2],TCC_EA0_WRREQ[2],TCC_EA0_WRREQ_64B[2],TCC_EA0_RDREQ[3],TCC_EA0_RDREQ_32B[3],TCC_EA0_WRREQ[3],TCC_EA0_WRREQ_64B[3],TCC_EA0_RDREQ[4],TCC_EA0_RDREQ_32B[4],TCC_EA0_WRREQ[4],TCC_EA0_WRREQ_64B[4],TCC_EA0_RDREQ[5],TCC_EA0_RDREQ_32B[5],TCC_EA0_WRREQ[5],TCC_EA0_WRREQ_64B[5],TCC_EA0_RDREQ[6],TCC_EA0_RDREQ_32B[6],TCC_EA0_WRREQ[6],TCC_EA0_WRREQ_64B[6],TCC_EA0_RDREQ[7],TCC_EA0_RDREQ_32B[7],TCC_EA0_WRREQ[7],TCC_EA0_WRREQ_64B[7],TCC_EA0_RDREQ[8],TCC_EA0_RDREQ_32B[8],TCC_EA0_WRREQ[8],TCC_EA0_WRREQ_64B[8],TCC_EA0_RDREQ[9],TCC_EA0_RDREQ_32B[9],TCC_EA0_WRREQ[9],TCC_EA0_WRREQ_64B[9],TCC_EA0_RDREQ[10],TCC_EA0_RDREQ_32B[10],TCC_EA0_WRREQ[10],TCC_EA0_WRREQ_64B[10],TCC_EA0_RDREQ[11],TCC_EA0_RDREQ_32B[11],TCC_EA0_WRREQ[11],TCC_EA0_WRREQ_64B[11],TCC_EA0_RDREQ[12],TCC_EA0_RDREQ_32B[12],TCC_EA0_WRREQ[12],TCC_EA0_WRREQ_64B[12],TCC_EA0_RDREQ[13],TCC_EA0_RDREQ_32B[13],TCC_EA0_WRREQ[13],TCC_EA0_WRREQ_64B[13],TCC_EA0_RDREQ[14],TCC_EA0_RDREQ_32B[14],TCC_EA0_WRREQ[14],TCC_EA0_WRREQ_64B[14],TCC_EA0_RDREQ[15],TCC_EA0_RDREQ_32B[15],TCC_EA0_WRREQ[15],TCC_EA0_WRREQ_64B[15],CPC_CPC_TCIU_IDLE,CPC_CPC_STAT_STALL,CPF_CPF_STAT_IDLE,CPF_CPF_TCIU_IDLE,SPI_RA_REQ_NO_ALLOC,SPI_RA_REQ_NO_ALLOC_CSN,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
40,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,237,441454,441454,406016,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,19033,377406,30196450,57127,0,0,0,0,0.0,0.0,0.0,19033.0,1217488.0,1217488.0,0.0,1217488.0,0,0,6344,6344,0,0,6344,6344,9,0,6344,6344,4,0,6344,6344,10,0,6344,6344,20,0,6344,6344,2,0,6340,6340,12,0,6342,6342,0,0,6340,6340,0,0,6340,6340,8,0,6340,6340,4,0,6340,6340,10,0,6340,6340,20,0,6340,6340,6,0,6340,6340,14,0,6340,6340,99751,22236,0,81760,31082,15913,3806408543984528,3806496824112800,3806496824123040,3806408544823084
41,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,240,441454,441454,613888,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,28794,576106,46069453,86410,0,0,0,0,0.0,0.0,0.0,28794.0,1841376.0,1841376.0,0.0,1841376.0,0,0,9592,9592,0,0,9592,9592,9,0,9592,9592,4,0,9592,9592,10,0,9592,9592,23,0,9588,9588,6,0,9592,9592,12,0,9592,9592,0,0,9592,9592,0,0,9592,9592,8,0,9592,9592,4,0,9592,9592,10,0,9592,9592,22,0,9592,9592,2,0,9592,9592,14,0,9592,9592,124184,23602,0,106034,48354,30093,3806408545385024,3806496824159600,3806496824168240,3806408546242627
42,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,243,441454,441454,498688,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,23385,464863,37187054,70183,0,0,0,0,0.0,0.0,0.0,23385.0,1495632.0,1495632.0,0.0,1495632.0,0,0,7792,7792,0,0,7792,7792,9,0,7790,7790,4,0,7788,7788,10,0,7788,7788,20,0,7788,7788,2,0,7788,7788,12,0,7788,7788,0,0,7792,7792,0,0,7792,7792,8,0,7792,7792,4,0,7792,7792,10,0,7792,7792,20,0,7792,7792,6,0,7792,7792,14,0,7792,7792,107961,21434,0,92021,38574,22841,3806408546802465,3806496824205680,3806496824221600,3806408547640549
43,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,246,441454,441454,296960,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,13936,269037,21518720,41840,0,0,0,0,0.0,0.0,0.0,13936.0,890560.0,890560.0,0.0,890560.0,0,0,4640,4640,0,0,4640,4640,9,0,4640,4640,4,0,4640,4640,10,0,4640,4640,20,0,4640,4640,6,0,4640,4640,12,0,4640,4640,0,0,4640,4640,0,0,4640,4640,8,0,4636,4636,4,0,4636,4636,10,0,4640,4640,20,0,4640,4640,2,0,4640,4640,14,0,4640,4640,85896,22131,0,68371,21916,9201,3806408548196795,3806496824255881,3806496824266441,3806408549043566
44,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,249,441454,441454,681984,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,31979,649135,51923485,95965,0,0,0,0,0.0,0.0,0.0,31979.0,2045552.0,2045552.0,0.0,2045552.0,0,0,10652,10652,0,0,10652,10652,9,0,10652,10652,4,0,10652,10652,8,0,10656,10656,23,0,10656,10656,6,0,10656,10656,14,0,10654,10654,0,0,10656,10656,0,0,10656,10656,8,0,10656,10656,4,0,10656,10656,8,0,10656,10656,24,0,10656,10656,2,0,10656,10656,16,0,10656,10656,127416,22077,0,111066,53482,34915,3806408549601535,3806496824302001,3806496824310681,3806408550444990
45,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,252,441454,441454,213248,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,10009,183773,14696055,30056,0,0,0,0,0.0,0.0,0.0,10009.0,639376.0,639376.0,0.0,639376.0,0,0,3332,3332,0,0,3332,3332,9,0,3332,3332,4,0,3332,3332,8,0,3328,3328,20,0,3330,3330,6,0,3328,3328,14,0,3328,3328,0,0,3332,3332,0,0,3332,3332,8,0,3332,3332,4,0,3332,3332,8,0,3332,3332,20,0,3332,3332,2,0,3332,3332,16,0,3332,3332,75542,22900,0,58596,14280,4210,3806408551007822,3806496824348041,3806496824361281,3806408551843603
46,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,255,441454,441454,484864,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,22737,447659,35814238,68239,0,0,0,0,0.0,0.0,0.0,22737.0,1454160.0,1454160.0,0.0,1454160.0,0,0,7576,7576,0,0,7576,7576,9,0,7576,7576,4,0,7576,7576,8,0,7576,7576,24,0,7576,7576,8,0,7576,7576,12,0,7576,7576,0,0,7576,7576,0,0,7576,7576,8,0,7574,7574,4,0,7572,7572,8,0,7572,7572,23,0,7572,7572,4,0,7572,7572,14,0,7572,7572,105724,21399,0,89165,37855,20868,3806408552403252,3806496824397161,3806496824409401,3806408553258684
47,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,258,441454,441454,343040,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,16096,313836,25110656,48320,0,0,0,0,0.0,0.0,0.0,16096.0,1028800.0,1028800.0,0.0,1028800.0,0,0,5360,5360,0,0,5360,5360,9,0,5360,5360,4,0,5360,5360,8,0,5360,5360,20,0,5360,5360,8,0,5356,5356,12,0,5356,5356,0,0,5360,5360,0,0,5360,5360,8,0,5360,5360,4,0,5360,5360,8,0,5360,5360,20,0,5360,5360,4,0,5360,5360,14,0,5360,5360,92470,21993,0,76886,25416,12015,3806408553817289,3806496824445041,3806496824452321,3806408554655395
48,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,261,441454,441454,334592,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,15694,304649,24367379,47110,0,0,0,0,0.0,0.0,0.0,15694.0,1003360.0,1003360.0,0.0,1003360.0,0,0,5228,5228,2,0,5228,5228,9,0,5228,5228,4,0,5228,5228,8,0,5228,5228,18,0,5228,5228,4,0,5228,5228,12,0,5228,5228,0,0,5224,5224,2,0,5224,5224,8,0,5224,5224,4,0,5224,5224,8,0,5228,5228,18,0,5228,5228,8,0,5224,5224,14,0,5228,5228,90804,21827,0,74221,24940,11483,3806408555211791,3806496824490721,3806496824502641,3806408556054741
49,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,264,441454,441454,355840,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,16698,320759,25656585,50122,0,0,0,0,0.0,0.0,0.0,16698.0,1067232.0,1067232.0,0.0,1067232.0,0,0,5560,5560,2,0,5560,5560,9,0,5560,5560,4,0,5560,5560,8,0,5560,5560,18,0,5560,5560,11,0,5560,5560,12,0,5560,5560,0,0,5560,5560,2,0,5556,5556,8,0,5560,5560,4,0,5560,5560,8,0,5560,5560,18,0,5560,5560,8,0,5560,5560,14,0,5560,5560,93535,22031,0,78070,26480,12590,3806408556610880,3806496824537722,3806496824549602,3806408557452202
50,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,267,441454,441454,415488,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,19472,385347,30823184,58444,0,0,0,0,0.0,0.0,0.0,19472.0,1245824.0,1245824.0,0.0,1245824.0,2,0,6488,6488,0,0,6488,6488,9,0,6488,6488,4,0,6488,6488,8,0,6488,6488,18,0,6488,6488,4,0,6488,6488,12,0,6488,6488,2,0,6492,6492,0,0,6492,6492,8,0,6492,6492,4,0,6492,6492,8,0,6488,6488,18,0,6488,6488,4,0,6488,6488,14,0,6488,6488,97540,21560,0,81625,31797,17240,3806408558010136,3806496824585242,3806496824593922,3806408558845085
51,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,270,441454,441454,435712,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,20439,405443,32441383,61348,0,0,0,0,0.0,0.0,0.0,20439.0,1306800.0,1306800.0,0.0,1306800.0,2,0,6808,6808,0,0,6808,6808,9,0,6808,6808,4,0,6808,6808,8,0,6808,6808,18,0,6808,6808,4,0,6808,6808,12,0,6808,6808,2,0,6808,6808,0,0,6808,6808,8,0,6808,6808,4,0,6808,6808,8,0,6808,6808,18,0,6806,6806,8,0,6804,6804,14,0,6804,6804,100784,22156,0,83269,33332,17962,3806408559400417,3806496824631722,3806496824638642,3806408560245395
52,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,273,441454,441454,293120,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,13750,253687,20303526,41278,0,0,0,0,0.0,0.0,0.0,13750.0,878944.0,878944.0,0.0,878944.0,0,0,4576,4576,0,0,4576,4576,9,0,4576,4576,6,0,4576,4576,8,0,4576,4576,18,0,4580,4580,10,0,4580,4580,12,0,4580,4580,0,0,4580,4580,0,0,4580,4580,8,0,4580,4580,6,0,4580,4580,8,0,4580,4580,18,0,4580,4580,7,0,4580,4580,14,0,4580,4580,84347,21868,0,68090,21153,9084,3806408560803794,3806496824676762,3806496824683962,3806408561644557
53,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,276,441454,441454,240896,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,11287,213421,17072328,33886,0,0,0,0,0.0,0.0,0.0,11287.0,722032.0,722032.0,0.0,722032.0,0,0,3760,3760,0,0,3760,3760,9,0,3760,3760,6,0,3760,3760,8,0,3760,3760,18,0,3760,3760,4,0,3760,3760,12,0,3760,3760,0,0,3760,3760,0,0,3760,3760,8,0,3760,3760,6,0,3760,3760,8,0,3764,3764,18,0,3764,3764,4,0,3762,3762,14,0,3764,3764,79338,22330,0,62491,16851,5956,3806408562205721,3806496824723882,3806496824729602,3806408563041167
54,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,279,441454,441454,302336,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,14173,272956,21828688,42547,0,0,0,0,0.0,0.0,0.0,14173.0,906448.0,906448.0,0.0,906448.0,0,0,4724,4724,0,0,4724,4724,11,0,4722,4722,4,0,4720,4720,8,0,4724,4724,18,0,4724,4724,2,0,4724,4724,14,0,4724,4724,0,0,4720,4720,0,0,4720,4720,10,0,4720,4720,4,0,4720,4720,8,0,4720,4720,18,0,4720,4720,6,0,4720,4720,16,0,4720,4720,86494,22201,0,69746,21926,9033,3806408563598459,3806496824767723,3806496824778923,3806408564450945
55,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,282,441454,441454,560896,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,26292,530844,42458514,78904,0,0,0,0,0.0,0.0,0.0,26292.0,1682112.0,1682112.0,0.0,1682112.0,0,0,8760,8760,0,0,8760,8760,11,0,8760,8760,4,0,8760,8760,8,0,8760,8760,18,0,8760,8760,6,0,8760,8760,16,0,8760,8760,0,0,8764,8764,0,0,8764,8764,10,0,8764,8764,4,0,8764,8764,8,0,8760,8760,18,0,8760,8760,2,0,8764,8764,18,0,8764,8764,113262,21264,0,96946,43990,27456,3806408565008049,3806496824814603,3806496824830203,3806408565852371
56,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,285,441454,441454,393984,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,18468,366510,29324514,55404,0,0,0,0,0.0,0.0,0.0,18468.0,1181952.0,1181952.0,0.0,1181952.0,0,0,6156,6156,2,0,6156,6156,9,0,6156,6156,4,0,6156,6156,8,0,6156,6156,18,0,6156,6156,2,0,6156,6156,14,0,6156,6156,0,0,6156,6156,2,0,6156,6156,8,0,6156,6156,4,0,6156,6156,8,0,6156,6156,18,0,6156,6156,2,0,6156,6156,16,0,6156,6156,96321,22260,0,79762,29659,14901,3806408566406469,3806496824865443,3806496824879843,3806408567245184
57,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,288,441454,441454,527616,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,24732,487523,39002546,74196,0,0,0,0,0.0,0.0,0.0,24732.0,1582848.0,1582848.0,0.0,1582848.0,0,0,8244,8244,2,0,8244,8244,9,0,8244,8244,4,0,8244,8244,8,0,8244,8244,18,0,8244,8244,2,0,8244,8244,17,0,8244,8244,0,0,8244,8244,2,0,8244,8244,8,0,8244,8244,4,0,8244,8244,8,0,8244,8244,18,0,8244,8244,2,0,8244,8244,19,0,8244,8244,112366,21903,0,95484,41337,24318,3806408567802121,3806496824914003,3806496824926963,3806408568653075
58,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,291,441454,441454,681984,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,31979,639791,51181324,95965,0,0,0,0,0.0,0.0,0.0,31979.0,2045552.0,2045552.0,0.0,2045552.0,2,0,10652,10652,0,0,10652,10652,9,0,10652,10652,4,0,10652,10652,8,0,10656,10656,18,0,10654,10654,2,0,10656,10656,19,0,10656,10656,2,0,10656,10656,0,0,10656,10656,8,0,10656,10656,4,0,10656,10656,8,0,10656,10656,18,0,10656,10656,6,0,10656,10656,19,0,10656,10656,128195,21768,0,111465,53917,33425,3806408569208597,3806496824961123,3806496824973283,3806408570069399
59,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,294,441454,441454,454144,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,21285,419095,33514618,63883,0,0,0,0,0.0,0.0,0.0,21285.0,1361808.0,1361808.0,0.0,1361808.0,2,0,7092,7092,0,0,7092,7092,9,0,7092,7092,4,0,7092,7092,8,0,7092,7092,18,0,7092,7092,2,0,7092,7092,14,0,7092,7092,2,0,7096,7096,0,0,7096,7096,8,0,7096,7096,4,0,7096,7096,8,0,7092,7092,18,0,7092,7092,6,0,7092,7092,16,0,7094,7094,103858,22228,0,86874,34255,19091,3806408570626398,3806496825008203,3806496825022324,3806408571466482
60,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,297,441454,441454,145408,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,6813,118609,9486277,20467,0,0,0,0,0.0,0.0,0.0,6813.0,435600.0,435600.0,0.0,435600.0,0,0,2268,2268,0,0,2268,2268,9,0,2268,2268,6,0,2268,2268,10,0,2268,2268,18,0,2268,2268,6,0,2268,2268,12,0,2268,2268,0,0,2268,2268,0,0,2268,2268,8,0,2268,2268,6,0,2270,2270,10,0,2272,2272,18,0,2272,2272,2,0,2272,2272,14,0,2272,2272,69830,25639,0,58471,24,2296,3806408572022737,3806496825059004,3806496825072324,3806408572861069
61,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,300,441454,441454,580096,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,27195,543381,43458972,81613,0,0,0,0,0.0,0.0,0.0,27195.0,1739760.0,1739760.0,0.0,1739760.0,0,0,9064,9064,0,0,9064,9064,9,0,9064,9064,6,0,9064,9064,12,0,9064,9064,18,0,9062,9062,6,0,9064,9064,12,0,9064,9064,0,0,9060,9060,0,0,9060,9060,8,0,9060,9060,6,0,9060,9060,14,0,9060,9060,18,0,9060,9060,2,0,9060,9060,14,0,9060,9060,116386,21993,0,99366,45169,26441,3806408573422148,3806496825105964,3806496825115644,3806408574269691
62,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,303,441454,441454,513792,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,24077,476739,38127612,72250,0,0,0,0,0.0,0.0,0.0,24077.0,1540688.0,1540688.0,0.0,1540688.0,0,0,8024,8024,0,0,8024,8024,11,0,8024,8024,4,0,8024,8024,10,0,8024,8024,18,0,8024,8024,2,0,8024,8024,12,0,8024,8024,0,0,8026,8026,0,0,8024,8024,10,0,8028,8028,4,0,8028,8028,10,0,8024,8024,18,0,8024,8024,2,0,8024,8024,14,0,8024,8024,111471,23073,0,94139,39633,23441,3806408574828473,3806496825150764,3806496825161164,3806408575665043
63,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,306,441454,441454,433664,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,20338,395713,31645264,61042,0,0,0,0,0.0,0.0,0.0,20338.0,1300576.0,1300576.0,0.0,1300576.0,0,0,6776,6776,0,0,6776,6776,11,0,6776,6776,4,0,6776,6776,13,0,6776,6776,18,0,6776,6776,2,0,6776,6776,12,0,6776,6776,0,0,6772,6772,0,0,6772,6772,10,0,6772,6772,4,0,6772,6772,13,0,6772,6772,18,0,6776,6776,6,0,6776,6776,14,0,6776,6776,103211,22693,0,86109,33808,18166,3806408576225645,3806496825196444,3806496825210204,3806408577076486
64,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,309,441454,441454,339712,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,15915,308707,24693568,47758,0,0,0,0,0.0,0.0,0.0,15915.0,1018416.0,1018416.0,0.0,1018416.0,0,0,5304,5304,0,0,5304,5304,9,0,5304,5304,4,0,5304,5304,14,0,5304,5304,20,0,5304,5304,2,0,5304,5304,12,0,5304,5304,0,0,5304,5304,0,0,5304,5304,8,0,5304,5304,4,0,5304,5304,14,0,5304,5304,20,0,5304,5304,2,0,5306,5306,14,0,5308,5308,89447,21804,0,72753,24529,11320,3806408577632098,3806496825245004,3806496825247204,3806408578472690
65,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,312,441454,441454,396544,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,18594,364147,29128797,55810,0,0,0,0,0.0,0.0,0.0,18594.0,1189152.0,1189152.0,0.0,1189152.0,0,0,6192,6192,0,0,6196,6196,9,0,6192,6192,4,0,6192,6192,10,0,6192,6192,20,0,6192,6192,6,0,6192,6192,12,0,6192,6192,0,0,6196,6196,0,0,6196,6196,8,0,6196,6196,4,0,6196,6196,10,0,6196,6196,20,0,6196,6196,2,0,6196,6196,14,0,6196,6196,96074,22112,0,79566,29850,16888,3806408579036714,3806496825283645,3806496825293925,3806408579879481
66,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,315,441454,441454,278016,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,13049,251876,20145572,39177,0,0,0,0,0.0,0.0,0.0,13049.0,833744.0,833744.0,0.0,833744.0,0,0,4344,4344,0,0,4344,4344,9,0,4344,4344,4,0,4344,4344,10,0,4344,4344,20,0,4344,4344,6,0,4344,4344,12,0,4344,4344,0,0,4344,4344,0,0,4344,4344,8,0,4340,4340,4,0,4342,4342,10,0,4344,4344,20,0,4344,4344,2,0,4344,4344,14,0,4344,4344,84377,22676,0,67673,20393,8158,3806408580433741,3806496825329765,3806496825345805,3806408581273637
67,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,318,441454,441454,681984,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,31979,650803,52059815,95965,0,0,0,0,0.0,0.0,0.0,31979.0,2045552.0,2045552.0,0.0,2045552.0,0,0,10652,10652,0,0,10652,10652,9,0,10652,10652,4,0,10652,10652,10,0,10656,10656,20,0,10654,10654,6,0,10656,10656,12,0,10656,10656,0,0,10656,10656,0,0,10656,10656,8,0,10656,10656,4,0,10656,10656,10,0,10656,10656,20,0,10656,10656,2,0,10656,10656,14,0,10656,10656,126677,21524,0,109956,54084,35622,3806408581832569,3806496825379805,3806496825391725,3806408582676698
68,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,321,441454,441454,425216,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,19945,397041,31763703,59864,0,0,0,0,0.0,0.0,0.0,19945.0,1275280.0,1275280.0,0.0,1275280.0,0,0,6644,6644,0,0,6644,6644,9,0,6644,6644,4,0,6644,6644,8,0,6644,6644,20,0,6644,6644,6,0,6644,6644,14,0,6644,6644,0,0,6644,6644,0,0,6644,6644,8,0,6644,6644,4,0,6644,6644,8,0,6640,6640,20,0,6640,6640,2,0,6640,6640,16,0,6642,6642,100870,22428,0,74916,32909,17888,3806408583234368,3806496825427845,3806496825439405,3806408584084838
69,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,324,441454,441454,385792,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,18093,354109,28324435,54307,0,0,0,0,0.0,0.0,0.0,18093.0,1156944.0,1156944.0,0.0,1156944.0,0,0,6028,6028,0,0,6028,6028,9,0,6028,6028,4,0,6028,6028,8,0,6028,6028,24,0,6028,6028,2,0,6028,6028,14,0,6028,6028,0,0,6026,6026,0,0,6024,6024,8,0,6028,6028,4,0,6028,6028,8,0,6024,6024,24,0,6024,6024,6,0,6024,6024,16,0,6024,6024,96866,22297,0,79869,29435,15556,3806408584642968,3806496825473565,3806496825484005,3806408585491617
