Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_MUL_F64,SQ_INSTS_VALU_FMA_F64,SQ_INSTS_VALU_TRANS_F64,SQ_INSTS_VALU_INT32,TA_ADDR_STALLED_BY_TC_CYCLES_sum,TA_TOTAL_WAVEFRONTS_sum,TCP_UTCL1_TRANSLATION_MISS_sum,TCP_UTCL1_TRANSLATION_HIT_sum,TCP_UTCL1_PERMISSION_MISS_sum,TCP_UTCL1_REQUEST_sum,TCC_TAG_STALL[0],TCC_BUBBLE[0],TCC_TOO_MANY_EA_WRREQS_STALL[0],TCC_TAG_STALL[1],TCC_BUBBLE[1],TCC_TOO_MANY_EA_WRREQS_STALL[1],TCC_TAG_STALL[2],TCC_BUBBLE[2],TCC_TOO_MANY_EA_WRREQS_STALL[2],TCC_TAG_STALL[3],TCC_BUBBLE[3],TCC_TOO_MANY_EA_WRREQS_STALL[3],TCC_TAG_STALL[4],TCC_BUBBLE[4],TCC_TOO_MANY_EA_WRREQS_STALL[4],TCC_TAG_STALL[5],TCC_BUBBLE[5],TCC_TOO_MANY_EA_WRREQS_STALL[5],TCC_TAG_STALL[6],TCC_BUBBLE[6],TCC_TOO_MANY_EA_WRREQS_STALL[6],TCC_TAG_STALL[7],TCC_BUBBLE[7],TCC_TOO_MANY_EA_WRREQS_STALL[7],TCC_TAG_STALL[8],TCC_BUBBLE[8],TCC_TOO_MANY_EA_WRREQS_STALL[8],TCC_TAG_STALL[9],TCC_BUBBLE[9],TCC_TOO_MANY_EA_WRREQS_STALL[9],TCC_TAG_STALL[10],TCC_BUBBLE[10],TCC_TOO_MANY_EA_WRREQS_STALL[10],TCC_TAG_STALL[11],TCC_BUBBLE[11],TCC_TOO_MANY_EA_WRREQS_STALL[11],TCC_TAG_STALL[12],TCC_BUBBLE[12],TCC_TOO_MANY_EA_WRREQS_STALL[12],TCC_TAG_STALL[13],TCC_BUBBLE[13],TCC_TOO_MANY_EA_WRREQS_STALL[13],TCC_TAG_STALL[14],TCC_BUBBLE[14],TCC_TOO_MANY_EA_WRREQS_STALL[14],TCC_TAG_STALL[15],TCC_BUBBLE[15],TCC_TOO_MANY_EA_WRREQS_STALL[15],TCC_CYCLE_sum,CPC_CPC_UTCL2IU_IDLE,CPC_CPC_UTCL2IU_STALL,SPI_RA_WAVE_SIMD_FULL_CSN,SPI_RA_VGPR_SIMD_FULL_CSN,GRBM_COUNT,GRBM_GUI_ACTIVE,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
84,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,369,440683,440683,414976,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,6484,45410,40832,3282584,0,0,0,22,4664.0,19458.0,320.0,304749.0,0.0,311112.0,0,0,0,0,0,0,273,0,0,281,0,0,272,0,0,528,0,0,0,0,0,260,0,0,0,0,0,0,0,0,271,0,0,283,0,0,264,0,0,518,0,0,134,0,0,255,0,0,1564832.0,93353,0,407966,0,97802,97802,3806384253719295,3806496826176448,3806496826184048,3806384254426567
85,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,372,440683,440683,390400,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,6100,42729,40763,3263212,0,0,0,25,3756.0,18309.0,320.0,297964.0,0.0,304884.0,0,0,0,0,0,0,274,0,0,285,0,0,269,0,0,530,0,0,0,0,0,260,0,0,0,0,0,0,0,0,270,0,0,274,0,0,264,0,0,517,0,0,133,0,0,256,0,0,1513168.0,90155,0,366746,0,94573,94573,3806384254870345,3806496826222248,3806496826231888,3806384255580757
86,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,375,440683,440683,162816,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,2544,17836,35360,2837084,0,0,0,24,2237.0,7640.0,160.0,118137.0,0.0,122000.0,0,0,0,0,0,0,311,0,0,279,0,0,270,0,0,528,0,0,136,0,0,260,0,0,0,0,0,0,0,0,351,0,0,274,0,0,265,0,0,520,0,0,0,0,0,255,0,0,1115008.0,65096,0,0,0,69688,69688,3806384256032613,3806496826268248,3806496826283369,3806384256731691
87,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,378,440683,440683,675072,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,10548,73850,46597,3733820,0,0,0,18,9657.0,31646.0,480.0,496118.0,0.0,506168.0,0,0,0,0,0,0,275,0,0,287,0,0,270,0,0,527,0,0,137,0,0,260,0,0,0,0,0,0,0,0,270,0,0,280,0,0,265,0,0,519,0,0,0,0,0,255,0,0,2036304.0,122864,0,500869,0,127269,127269,3806384257178766,3806496826316169,3806496826323889,3806384257904537
88,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,381,440683,440683,146688,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,2292,16036,32906,2645196,0,0,0,6,32716.0,6866.0,142.0,107946.0,0.0,109832.0,0,0,0,0,0,0,275,0,0,289,0,0,270,0,0,533,0,0,0,0,0,523,0,0,0,0,0,0,0,0,274,0,0,279,0,0,265,0,0,520,0,0,0,0,0,513,0,0,1088432.0,63610,0,0,0,68027,68027,3806384258350968,3806496826360849,3806496826367409,3806384259055393
89,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,384,440683,440683,260864,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,4076,28574,37762,3030984,0,0,0,32,6732.0,12247.0,240.0,198324.0,0.0,203724.0,0,0,0,0,0,0,276,0,0,291,0,0,270,0,0,534,0,0,137,0,0,521,0,0,0,0,0,0,0,0,275,0,0,286,0,0,264,0,0,526,0,0,0,0,0,513,0,0,1312416.0,77622,0,306624,0,82026,82026,3806384259500274,3806496826406089,3806496826416049,3806384260218020
90,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,387,440683,440683,170240,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,2660,18645,35837,2863728,0,0,0,23,2784.0,7987.0,160.0,129344.0,0.0,132876.0,0,0,0,0,0,0,276,0,0,285,0,0,268,0,0,532,0,0,410,0,0,260,0,0,0,0,0,0,0,0,283,0,0,286,0,0,263,0,0,528,0,0,269,0,0,255,0,0,1154080.0,67720,0,252756,0,72130,72130,3806384260666624,3806496826451409,3806496826466289,3806384261368466
91,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,390,440683,440683,438016,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,6844,47943,41775,3333784,0,0,0,31,3607.0,20547.0,320.0,335567.0,0.0,342108.0,0,0,0,0,0,0,279,0,0,290,0,0,269,0,0,530,0,0,356,0,0,261,0,0,0,0,0,0,0,0,274,0,0,283,0,0,264,0,0,525,0,0,483,0,0,255,0,0,1634624.0,97651,0,425395,0,102164,102164,3806384261814685,3806496826500689,3806496826507769,3806384262528576
92,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,393,440683,440683,274432,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,4288,30022,38428,3067216,0,0,0,13,16005.0,12861.0,240.0,209253.0,0.0,214236.0,0,0,0,0,0,0,276,0,0,281,0,0,270,0,0,540,0,0,0,0,0,261,0,0,0,0,0,0,0,0,277,0,0,280,0,0,263,0,0,525,0,0,133,0,0,255,0,0,1286656.0,75999,0,310563,0,80416,80416,3806384262973909,3806496826545890,3806496826554650,3806384263679088
93,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,396,440683,440683,223744,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,3496,24507,36944,2951984,0,0,0,31,1737.0,10503.0,192.0,170522.0,0.0,174708.0,0,0,0,0,0,0,275,0,0,288,0,0,270,0,0,534,0,0,0,0,0,261,0,0,0,0,0,0,0,0,281,0,0,281,0,0,265,0,0,526,0,0,134,0,0,255,0,0,1231520.0,72471,0,274367,0,76970,76970,3806384264122262,3806496826591050,3806496826601610,3806384264833178
94,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,399,440683,440683,681984,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,10656,74623,46851,3761520,0,0,0,27,9463.0,31979.0,478.0,522776.0,0.0,532692.0,0,0,0,0,0,0,273,0,0,284,0,0,269,0,0,534,0,0,136,0,0,260,0,0,0,0,0,0,0,0,275,0,0,283,0,0,263,0,0,527,0,0,0,0,0,255,0,0,2039536.0,123057,0,513895,0,127471,127471,3806384265280133,3806496826638770,3806496826649090,3806384265985014
95,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,402,440683,440683,155392,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,2428,17008,34361,2746012,0,0,0,16,16971.0,7284.0,160.0,113249.0,0.0,116400.0,0,0,0,0,0,0,274,0,0,289,0,0,270,0,0,530,0,0,0,0,0,261,0,0,0,0,0,0,0,0,276,0,0,288,0,0,264,0,0,526,0,0,134,0,0,255,0,0,1066528.0,62251,0,0,0,66658,66658,3806384266430708,3806496826683250,3806496826693010,3806384267153845
96,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,405,440683,440683,500736,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,7824,54787,42731,3436276,0,0,0,21,5718.0,23477.0,396.0,382686.0,0.0,391068.0,0,0,0,0,0,0,277,0,0,599,0,0,270,0,0,535,0,0,0,0,0,261,0,0,0,0,0,0,0,0,272,0,0,630,0,0,264,0,0,523,0,0,133,0,0,255,0,0,1713568.0,102685,0,426172,0,107098,107098,3806384267600438,3806496826729370,3806496826743210,3806384268315970
97,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,408,440683,440683,404224,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,6316,44224,40512,3258632,0,0,0,16,15775.0,18948.0,320.0,296300.0,0.0,303024.0,0,0,0,0,0,0,279,0,0,560,0,0,269,0,0,534,0,0,136,0,0,261,0,0,0,0,0,0,0,0,281,0,0,550,0,0,263,0,0,528,0,0,0,0,0,256,0,0,1591776.0,95076,0,374269,0,99486,99486,3806384268761006,3806496826778330,3806496826788091,3806384269486293
98,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,411,440683,440683,428544,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,6696,46886,41052,3303468,0,0,0,18,10506.0,20090.0,359.0,313460.0,0.0,321272.0,0,0,0,0,0,0,550,0,0,281,0,0,271,0,0,534,0,0,0,0,0,261,0,0,0,0,0,0,0,0,543,0,0,274,0,0,265,0,0,526,0,0,134,0,0,255,0,0,1611744.0,96323,0,393690,0,100734,100734,3806384269935443,3806496826827731,3806496826836731,3806384270648392
99,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,414,440683,440683,537344,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,8396,58802,44279,3536272,0,0,0,26,5112.0,25198.0,400.0,394970.0,0.0,402904.0,0,0,0,0,0,0,586,0,0,284,0,0,271,0,0,535,0,0,0,0,0,261,0,0,0,0,0,0,0,0,621,0,0,274,0,0,264,0,0,518,0,0,134,0,0,255,0,0,1795280.0,107789,0,450745,0,112205,112205,3806384271094730,3806496826873491,3806496826886851,3806384271804604
100,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,417,440683,440683,12800,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,200,1433,4335,344488,0,0,0,29,0.0,613.0,50.0,8450.0,0.0,9900.0,0,0,0,280,0,0,291,0,0,304,0,0,271,0,0,542,0,0,137,0,0,261,0,0,0,0,0,283,0,0,295,0,0,309,0,0,271,0,0,537,0,0,0,0,0,258,0,0,834416.0,47729,0,0,0,52151,52151,3806384272251626,3806496826921251,3806496826936011,3806384272949239
101,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,420,440683,440683,174592,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,2728,19096,35619,2860356,0,0,0,10,29744.0,8178.0,160.0,128059.0,0.0,130776.0,0,0,0,278,0,0,273,0,0,319,0,0,268,0,0,532,0,0,0,0,0,260,0,0,0,0,0,282,0,0,271,0,0,355,0,0,264,0,0,524,0,0,0,0,0,256,0,0,1127184.0,65815,0,252493,0,70449,70449,3806384273391417,3806496826970891,3806496826979971,3806384274098406
102,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,423,440683,440683,376064,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,5876,41162,40813,3272548,0,0,0,26,3969.0,17638.0,240.0,276634.0,0.0,281944.0,276,0,0,0,0,0,274,0,0,286,0,0,270,0,0,537,0,0,136,0,0,260,0,0,274,0,0,0,0,0,276,0,0,285,0,0,264,0,0,520,0,0,0,0,0,256,0,0,1525072.0,90898,0,379362,0,95317,95317,3806384274542312,3806496827017371,3806496827025851,3806384275253283
103,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,426,440683,440683,391936,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,6124,42903,40483,3234904,0,0,0,31,4919.0,18387.0,289.0,300175.0,0.0,306108.0,276,0,0,0,0,0,280,0,0,281,0,0,271,0,0,529,0,0,0,0,0,261,0,0,272,0,0,0,0,0,271,0,0,277,0,0,263,0,0,517,0,0,134,0,0,255,0,0,1549344.0,92430,0,377996,0,96834,96834,3806384275697890,3806496827063652,3806496827070252,3806384276460813
104,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,429,440683,440683,647424,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,10116,70810,45889,3693476,0,0,0,9,34575.0,30341.0,479.0,497211.0,0.0,505620.0,0,0,0,0,0,0,276,0,0,280,0,0,269,0,0,531,0,0,0,0,0,260,0,0,0,0,0,0,0,0,280,0,0,274,0,0,264,0,0,530,0,0,0,0,0,254,0,0,1978880.0,119269,0,504232,0,123680,123680,3806384276910060,3806496827108972,3806496827117732,3806384277656663
105,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,432,440683,440683,138240,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,2160,15134,31873,2554408,0,0,0,18,9817.0,6482.0,160.0,99796.0,0.0,103544.0,0,0,0,0,0,0,277,0,0,279,0,0,270,0,0,535,0,0,137,0,0,261,0,0,0,0,0,0,0,0,271,0,0,274,0,0,266,0,0,521,0,0,0,0,0,257,0,0,1093696.0,63945,0,0,0,68356,68356,3806384278102148,3806496827153692,3806496827168012,3806384278832705
106,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,435,440683,440683,198144,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,3096,21672,36609,2931940,0,0,0,0,0.0,9288.0,160.0,144964.0,0.0,148608.0,0,0,0,0,0,0,273,0,0,280,0,0,269,0,0,536,0,0,0,0,0,260,0,0,0,0,0,0,0,0,270,0,0,274,0,0,263,0,0,519,0,0,0,0,0,254,0,0,1181632.0,69450,0,260392,0,73852,73852,3806384279279438,3806496827202572,3806496827213332,3806384280009660
107,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,438,440683,440683,478464,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,7476,52360,42243,3395328,0,0,0,24,4221.0,22436.0,320.0,352545.0,0.0,358736.0,0,0,0,0,0,0,275,0,0,280,0,0,269,0,0,530,0,0,136,0,0,261,0,0,0,0,0,0,0,0,271,0,0,274,0,0,263,0,0,526,0,0,0,0,0,254,0,0,1688928.0,101131,0,426036,0,105558,105558,3806384280456101,3806496827247972,3806496827255252,3806384281192220
108,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,441,440683,440683,390400,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,6100,42712,40636,3247168,0,0,0,16,10277.0,18300.0,294.0,286953.0,0.0,292656.0,0,0,0,278,0,0,275,0,0,290,0,0,271,0,0,535,0,0,0,0,0,261,0,0,0,0,0,282,0,0,271,0,0,285,0,0,264,0,0,525,0,0,133,0,0,254,0,0,1531456.0,91308,0,383946,0,95716,95716,3806384281640280,3806496827294173,3806496827302453,3806384282381496
109,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,444,440683,440683,368640,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,5760,40318,41147,3277196,0,0,0,9,34478.0,17273.0,320.0,282026.0,0.0,287820.0,0,0,0,279,0,0,312,0,0,285,0,0,269,0,0,529,0,0,0,0,0,261,0,0,0,0,0,282,0,0,349,0,0,274,0,0,263,0,0,518,0,0,0,0,0,254,0,0,1478608.0,87998,0,371827,0,92413,92413,3806384282825080,3806496827338693,3806496827349293,3806384283551446
110,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,447,440683,440683,681984,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,10656,74623,47703,3843356,0,0,0,27,7059.0,31979.0,480.0,522769.0,0.0,532692.0,276,0,0,0,0,0,279,0,0,299,0,0,269,0,0,533,0,0,136,0,0,364,0,0,272,0,0,0,0,0,269,0,0,292,0,0,264,0,0,523,0,0,0,0,0,353,0,0,2039648.0,123072,0,502287,0,127478,127478,3806384284004213,3806496827383133,3806496827393813,3806384284747339
111,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,450,440683,440683,583936,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,9124,63862,44503,3582200,0,0,0,7,37988.0,27363.0,400.0,449385.0,0.0,456012.0,276,0,0,0,0,0,310,0,0,283,0,0,270,0,0,536,0,0,0,0,0,260,0,0,273,0,0,0,0,0,352,0,0,275,0,0,264,0,0,523,0,0,0,0,0,256,0,0,1862864.0,112022,0,453314,0,116429,116429,3806384285199890,3806496827428613,3806496827442693,3806384285942810
112,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,453,440683,440683,647168,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,10112,70820,46001,3679172,0,0,0,32,7296.0,30352.0,408.0,477203.0,0.0,485296.0,0,0,0,0,0,0,278,0,0,280,0,0,268,0,0,530,0,0,0,0,0,262,0,0,0,0,0,0,0,0,281,0,0,278,0,0,265,0,0,525,0,0,134,0,0,256,0,0,1983696.0,119459,0,506535,0,123981,123981,3806384286386845,3806496827477333,3806496827488613,3806384287143212
113,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,456,440683,440683,482560,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,7540,52774,42669,3385612,0,0,0,7,41087.0,22611.0,379.0,371002.0,0.0,376812.0,0,0,0,0,0,0,275,0,0,289,0,0,269,0,0,528,0,0,0,0,0,262,0,0,0,0,0,0,0,0,272,0,0,280,0,0,263,0,0,520,0,0,0,0,0,256,0,0,1713216.0,102669,0,448540,0,107076,107076,3806384287590166,3806496827523453,3806496827536333,3806384288326039
114,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,459,440683,440683,265216,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,4144,29030,37781,3025884,0,0,0,22,4434.0,12438.0,240.0,194146.0,0.0,198792.0,0,0,0,0,0,0,275,0,0,286,0,0,270,0,0,530,0,0,274,0,0,261,0,0,0,0,0,0,0,0,273,0,0,286,0,0,262,0,0,518,0,0,269,0,0,255,0,0,1303824.0,77079,0,315859,0,81489,81489,3806384288769299,3806496827569694,3806496827576734,3806384289506818
115,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,462,440683,440683,150016,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,2344,16443,33942,2723944,0,0,0,31,7297.0,7047.0,160.0,113439.0,0.0,117108.0,0,0,0,0,0,0,281,0,0,291,0,0,269,0,0,540,0,0,273,0,0,261,0,0,0,0,0,0,0,0,274,0,0,285,0,0,264,0,0,518,0,0,268,0,0,256,0,0,1081120.0,63164,0,0,0,67570,67570,3806384289954215,3806496827618934,3806496827630294,3806384290679568
116,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,465,440683,440683,585984,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,9156,64111,45007,3594764,0,0,0,21,8391.0,27473.0,400.0,450690.0,0.0,457668.0,0,0,0,0,0,0,274,0,0,288,0,0,269,0,0,529,0,0,0,0,0,261,0,0,0,0,0,0,0,0,270,0,0,279,0,0,265,0,0,518,0,0,133,0,0,255,0,0,1895088.0,114040,0,457225,0,118443,118443,3806384291125590,3806496827664334,3806496827671254,3806384291875333
117,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,468,440683,440683,320768,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,5012,35097,39395,3165864,0,0,0,17,10153.0,15037.0,240.0,244978.0,0.0,250452.0,0,0,0,0,0,0,274,0,0,285,0,0,268,0,0,529,0,0,0,0,0,260,0,0,0,0,0,0,0,0,270,0,0,279,0,0,262,0,0,520,0,0,134,0,0,255,0,0,1415552.0,84065,0,347553,0,88472,88472,3806384292322321,3806496827709214,3806496827722494,3806384293044700
118,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,471,440683,440683,481280,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,7520,52676,42464,3406136,0,0,0,32,7084.0,22576.0,389.0,353189.0,0.0,360880.0,0,0,0,0,0,0,274,0,0,280,0,0,269,0,0,529,0,0,137,0,0,261,0,0,0,0,0,0,0,0,270,0,0,281,0,0,265,0,0,520,0,0,0,0,0,255,0,0,1712384.0,102614,0,440536,0,107024,107024,3806384293489083,3806496827755654,3806496827764134,3806384294227035
119,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,474,440683,440683,334848,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,5232,36628,39025,3129528,0,0,0,12,0.0,15692.0,320.0,242973.0,0.0,250976.0,0,0,0,0,0,0,273,0,0,285,0,0,270,0,0,529,0,0,0,0,0,261,0,0,0,0,0,0,0,0,270,0,0,277,0,0,265,0,0,518,0,0,0,0,0,254,0,0,1415792.0,84084,0,345899,0,88487,88487,3806384294673368,3806496827806815,3806496827818095,3806384295395153
120,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,477,440683,440683,593664,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,9276,64970,45071,3585000,0,0,0,32,7250.0,27845.0,400.0,455770.0,0.0,463716.0,0,0,0,0,0,0,274,0,0,290,0,0,269,0,0,529,0,0,137,0,0,521,0,0,0,0,0,0,0,0,276,0,0,285,0,0,267,0,0,524,0,0,0,0,0,512,0,0,1910176.0,114978,0,458106,0,119386,119386,3806384295849799,3806496827853895,3806496827867335,3806384296584213
