Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_SMEM,SQ_INST_LEVEL_SMEM,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_ADD_F32,SQ_INSTS_VALU_MUL_F32,SQ_INSTS_VALU_FMA_F32,SQ_INSTS_VALU_TRANS_F32,SQ_INSTS_VALU_ADD_F64,TA_BUFFER_COALESCED_READ_CYCLES_sum,TA_BUFFER_COALESCED_WRITE_CYCLES_sum,TD_COALESCABLE_WAVEFRONT_sum,TCP_TOTAL_ATOMIC_WITH_RET_sum,TCP_TOTAL_ATOMIC_WITHOUT_RET_sum,TCP_TOTAL_WRITEBACK_INVALIDATES_sum,TCP_TOTAL_CACHE_ACCESSES_sum,TCC_EA0_ATOMIC[0],TCC_EA0_RDREQ_LEVEL[0],TCC_EA0_WRREQ_LEVEL[0],TCC_EA0_ATOMIC_LEVEL[0],TCC_EA0_ATOMIC[1],TCC_EA0_RDREQ_LEVEL[1],TCC_EA0_WRREQ_LEVEL[1],TCC_EA0_ATOMIC_LEVEL[1],TCC_EA0_ATOMIC[2],TCC_EA0_RDREQ_LEVEL[2],TCC_EA0_WRREQ_LEVEL[2],TCC_EA0_ATOMIC_LEVEL[2],TCC_EA0_ATOMIC[3],TCC_EA0_RDREQ_LEVEL[3],TCC_EA0_WRREQ_LEVEL[3],TCC_EA0_ATOMIC_LEVEL[3],TCC_EA0_ATOMIC[4],TCC_EA0_RDREQ_LEVEL[4],TCC_EA0_WRREQ_LEVEL[4],TCC_EA0_ATOMIC_LEVEL[4],TCC_EA0_ATOMIC[5],TCC_EA0_RDREQ_LEVEL[5],TCC_EA0_WRREQ_LEVEL[5],TCC_EA0_ATOMIC_LEVEL[5],TCC_EA0_ATOMIC[6],TCC_EA0_RDREQ_LEVEL[6],TCC_EA0_WRREQ_LEVEL[6],TCC_EA0_ATOMIC_LEVEL[6],TCC_EA0_ATOMIC[7],TCC_EA0_RDREQ_LEVEL[7],TCC_EA0_WRREQ_LEVEL[7],TCC_EA0_ATOMIC_LEVEL[7],TCC_EA0_ATOMIC[8],TCC_EA0_RDREQ_LEVEL[8],TCC_EA0_WRREQ_LEVEL[8],TCC_EA0_ATOMIC_LEVEL[8],TCC_EA0_ATOMIC[9],TCC_EA0_RDREQ_LEVEL[9],TCC_EA0_WRREQ_LEVEL[9],TCC_EA0_ATOMIC_LEVEL[9],TCC_EA0_ATOMIC[10],TCC_EA0_RDREQ_LEVEL[10],TCC_EA0_WRREQ_LEVEL[10],TCC_EA0_ATOMIC_LEVEL[10],TCC_EA0_ATOMIC[11],TCC_EA0_RDREQ_LEVEL[11],TCC_EA0_WRREQ_LEVEL[11],TCC_EA0_ATOMIC_LEVEL[11],TCC_EA0_ATOMIC[12],TCC_EA0_RDREQ_LEVEL[12],TCC_EA0_WRREQ_LEVEL[12],TCC_EA0_ATOMIC_LEVEL[12],TCC_EA0_ATOMIC[13],TCC_EA0_RDREQ_LEVEL[13],TCC_EA0_WRREQ_LEVEL[13],TCC_EA0_ATOMIC_LEVEL[13],TCC_EA0_ATOMIC[14],TCC_EA0_RDREQ_LEVEL[14],TCC_EA0_WRREQ_LEVEL[14],TCC_EA0_ATOMIC_LEVEL[14],TCC_EA0_ATOMIC[15],TCC_EA0_RDREQ_LEVEL[15],TCC_EA0_WRREQ_LEVEL[15],TCC_EA0_ATOMIC_LEVEL[15],CPC_UTCL1_STALL_ON_TRANSLATION,CPC_CPC_UTCL2IU_BUSY,CPF_CMP_UTCL1_STALL_ON_TRANSLATION,SPI_RA_RES_STALL_CSN,SPI_RA_TMP_STALL_CSN,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
40,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,237,441197,441197,203008,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,3172,58666,4700944,0,0,0,0,0,0.0,0.0,6354.0,0.0,0.0,80.0,253512.0,0,731,562727,0,0,472,583630,0,0,1077,585760,0,0,966,593424,0,0,1553,598363,0,0,3058,595983,0,0,0,636858,0,0,1578,616047,0,0,972,571526,0,0,360,597361,0,0,1871,581628,0,0,1133,598343,0,0,1984,600828,0,0,4408,596605,0,0,716,628279,0,0,1952,601198,0,4628,4614,0,13270,0,3806400393229113,3806496824112800,3806496824123040,3806400394003097
41,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,240,441197,441197,264192,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4128,58350,4658040,0,0,0,0,0,0.0,0.0,8268.0,0.0,0.0,80.0,330000.0,0,276,734882,0,0,439,760113,0,0,1073,763086,0,0,965,775639,0,0,1555,778912,0,0,3084,773528,0,0,730,823845,0,0,1547,796692,0,0,413,732764,0,0,295,768760,0,0,1876,743808,0,0,1105,769838,0,0,1987,770037,0,0,4402,765121,0,0,0,802967,0,0,1954,770560,0,4625,4611,77,16472,0,3806400394502805,3806496824159600,3806496824168240,3806400395276347
42,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,243,441197,441197,281088,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4392,58598,4651664,0,0,0,0,0,0.0,0.0,8781.0,0.0,0.0,80.0,351060.0,0,0,793147,0,0,789,819500,0,0,1512,826156,0,0,527,838317,0,0,1581,845254,0,0,3131,837419,0,0,0,894188,0,0,1561,866421,0,0,0,792770,0,0,880,829028,0,0,2170,806213,0,0,814,832557,0,0,1983,837533,0,0,4356,826763,0,0,0,875023,0,0,1954,837168,0,4599,4585,77,17593,0,3806400395784895,3806496824205680,3806496824221600,3806400396562311
43,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,246,441197,441197,356096,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,5564,59540,4760424,0,0,0,0,0,0.0,0.0,11145.0,0.0,0.0,80.0,444900.0,0,0,1103959,0,0,763,1148467,0,0,1508,1152440,0,0,527,1166633,0,0,1562,1198864,0,0,3114,1188930,0,0,0,1276584,0,0,1556,1250138,0,0,0,1177434,0,0,733,1229741,0,0,2173,1178540,0,0,809,1214446,0,0,2002,1228837,0,0,4436,1216334,0,0,993,1263760,0,0,1962,1216612,0,4607,4593,0,20396,0,3806400397062829,3806496824255881,3806496824266441,3806400397837079
44,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,249,441197,441197,416512,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,6508,60328,4827400,0,0,0,0,0,0.0,0.0,13023.0,0.0,0.0,80.0,520380.0,0,0,1195298,0,0,1276,1233571,0,0,1068,1238128,0,0,528,1255493,0,0,1596,1280743,0,0,3126,1270852,0,0,708,1361094,0,0,1556,1319521,0,0,0,1241084,0,0,1204,1303584,0,0,2106,1255069,0,0,817,1300226,0,0,2004,1301422,0,0,4344,1285937,0,0,0,1346183,0,0,1954,1296304,0,4856,4842,0,23155,0,3806400398336688,3806496824302001,3806496824310681,3806400399126341
45,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,252,441197,441197,438784,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,6856,60748,4841384,0,0,0,0,0,0.0,0.0,13725.0,0.0,0.0,80.0,548244.0,0,0,1244436,0,0,1436,1286601,0,0,1076,1296712,0,0,526,1318442,0,0,1561,1319226,0,0,3039,1311846,0,0,0,1404680,0,0,1555,1366359,0,0,0,1269039,0,0,1908,1329565,0,0,1869,1293356,0,0,831,1348072,0,0,1998,1329600,0,0,4431,1314111,0,0,720,1384633,0,0,1955,1334768,0,4618,4604,77,23080,0,3806400399627247,3806496824348041,3806496824361281,3806400400404204
46,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,255,441197,441197,59904,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,936,21044,1687128,0,0,0,0,0,0.0,0.0,1878.0,0.0,0.0,80.0,74616.0,0,416,194458,0,0,721,204248,0,0,1078,210084,0,0,525,211901,0,0,1571,207783,0,0,3038,204655,0,0,0,226524,0,0,1570,222948,0,0,272,193913,0,0,746,209505,0,0,1927,201149,0,0,820,212211,0,0,2157,204153,0,0,4610,202531,0,0,984,216635,0,0,2031,210157,0,4609,4595,77,0,0,3806400400909095,3806496824397161,3806496824409401,3806400401677437
47,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,258,441197,441197,474624,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,7416,59610,4771912,0,0,0,0,0,0.0,0.0,14838.0,0.0,0.0,80.0,593016.0,0,414,1350040,0,0,1290,1393500,0,0,1081,1489777,0,0,528,1422083,0,0,1573,1439259,0,0,3103,1428850,0,0,734,1521375,0,0,1566,1476271,0,0,274,1363218,0,0,1794,1427224,0,0,1880,1474720,0,0,808,1429634,0,0,1999,1437464,0,0,4483,1421035,0,0,0,1489379,0,0,1965,1434488,0,4610,4596,0,23735,0,3806400402187363,3806496824445041,3806496824452321,3806400402974588
48,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,261,441197,441197,306944,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4796,58158,4641816,0,0,0,0,0,0.0,0.0,9588.0,0.0,0.0,80.0,383376.0,0,0,846559,0,0,721,876352,0,0,1081,877422,0,0,532,895458,0,0,1573,896979,0,0,3091,889366,0,0,0,947245,0,0,2016,922710,0,0,0,841196,0,0,734,883717,0,0,1865,853639,0,0,831,886306,0,0,1985,890081,0,0,4364,879583,0,0,0,923568,0,0,2259,890225,0,4635,4621,0,18540,0,3806400403475701,3806496824490721,3806496824502641,3806400404244207
49,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,264,441197,441197,179712,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,2808,56652,4524944,0,0,0,0,0,0.0,0.0,5622.0,0.0,0.0,80.0,224376.0,0,0,586013,0,0,446,608907,0,0,1074,615453,0,0,529,619662,0,0,1583,618951,0,0,3167,611313,0,0,386,660849,0,0,2017,649763,0,0,0,580727,0,0,293,618331,0,0,1883,592323,0,0,810,621612,0,0,1982,610947,0,0,4363,609694,0,0,1343,635248,0,0,2258,618456,0,4610,4596,77,12880,0,3806400404751722,3806496824537722,3806496824549602,3806400405525105
50,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,267,441197,441197,373504,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,5836,60442,4812456,0,0,0,0,0,0.0,0.0,11682.0,0.0,0.0,80.0,466632.0,0,0,1046809,0,0,435,1081215,0,0,1077,1089392,0,0,527,1112668,0,0,1616,1117159,0,0,3114,1107363,0,0,1442,1193045,0,0,1549,1160682,0,0,0,1108593,0,0,333,1162269,0,0,1870,1127131,0,0,848,1173399,0,0,2001,1145234,0,0,4391,1134405,0,0,2557,1197473,0,0,1964,1154550,0,4611,4597,77,21323,0,3806400406027127,3806496824585242,3806496824593922,3806400406792516
51,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,270,441197,441197,477696,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,7464,60976,4877848,0,0,0,0,0,0.0,0.0,14946.0,0.0,0.0,80.0,596904.0,0,0,1360789,0,0,441,1402575,0,0,1086,1408773,0,0,528,1433493,0,0,1587,1449929,0,0,3138,1431915,0,0,1534,1526252,0,0,1553,1475644,0,0,0,1373204,0,0,292,1440314,0,0,1883,1394308,0,0,807,1449057,0,0,1995,1437897,0,0,4500,1424653,0,0,775,1499560,0,0,1950,1437318,0,4623,4609,0,25442,0,3806400407291743,3806496824631722,3806496824638642,3806400408066849
52,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,273,441197,441197,393984,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,6156,59854,4757160,0,0,0,0,0,0.0,0.0,12309.0,0.0,0.0,80.0,492180.0,0,0,1101332,0,0,467,1139250,0,0,1060,1149150,0,0,530,1168845,0,0,1610,1169790,0,0,3589,1159767,0,0,714,1236052,0,0,1563,1215094,0,0,0,1097370,0,0,295,1149056,0,0,1883,1111944,0,0,808,1160948,0,0,2009,1152210,0,0,4614,1142208,0,0,1062,1203772,0,0,1963,1156367,0,4614,4600,0,21613,0,3806400408570469,3806496824676762,3806496824683962,3806400409354870
53,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,276,441197,441197,299264,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4676,58058,4654536,0,0,0,0,0,0.0,0.0,9354.0,0.0,0.0,80.0,373800.0,0,0,860608,0,0,434,892021,0,0,1063,896444,0,0,526,911191,0,0,1579,914953,0,0,3483,906631,0,0,326,965797,0,0,1562,940968,0,0,0,860935,0,0,321,902077,0,0,1874,874150,0,0,810,905307,0,0,2008,904886,0,0,4691,895988,0,0,1446,941356,0,0,1961,906329,0,4613,4599,77,18184,0,3806400409857617,3806496824723882,3806496824729602,3806400410623706
54,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,279,441197,441197,367616,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,5744,58858,4698792,0,0,0,0,0,0.0,0.0,11487.0,0.0,0.0,80.0,459228.0,0,0,1037179,0,0,444,1077276,0,0,1077,1082097,0,0,528,1100710,0,0,2005,1109188,0,0,3108,1101071,0,0,374,1177891,0,0,1561,1146675,0,0,0,1046135,0,0,293,1099612,0,0,1877,1064050,0,0,818,1105690,0,0,2268,1106649,0,0,4365,1100085,0,0,603,1159975,0,0,1961,1109879,0,4615,4601,77,21422,0,3806400411129366,3806496824767723,3806496824778923,3806400411911532
55,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,282,441197,441197,549632,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,8588,61328,4921776,0,0,0,0,0,0.0,0.0,17193.0,0.0,0.0,80.0,686820.0,0,0,1815723,0,0,437,1891916,0,0,1078,1906364,0,0,528,1917715,0,0,2017,1912050,0,0,3044,1896739,0,0,328,2009766,0,0,2164,1944151,0,0,0,1826651,0,0,329,1939549,0,0,1889,1871980,0,0,828,1940731,0,0,2290,1884350,0,0,4433,1869715,0,0,1458,1929582,0,0,3185,1910305,0,4613,4599,0,28126,0,3806400412413594,3806496824814603,3806496824830203,3806400413183220
56,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,285,441197,441197,462592,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,7228,59892,4775136,0,0,0,0,0,0.0,0.0,14454.0,0.0,0.0,80.0,577944.0,0,0,1342143,0,0,463,1388499,0,0,1071,1400202,0,0,526,1425820,0,0,1601,1440145,0,0,3125,1434849,0,0,0,1529373,0,0,2180,1487148,0,0,0,1385539,0,0,294,1449920,0,0,1872,1405307,0,0,806,1463064,0,0,2033,1458280,0,0,4331,1445828,0,0,0,1516485,0,0,2846,1458740,0,4613,4599,0,24286,0,3806400413684245,3806496824865443,3806496824879843,3806400414457171
57,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,288,441197,441197,113152,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,1768,40094,3187952,0,0,0,0,0,0.0,0.0,3555.0,0.0,0.0,80.0,141228.0,0,0,325847,0,0,447,337056,0,0,1073,338111,0,0,532,343816,0,0,1577,346057,0,0,3160,343216,0,0,0,367998,0,0,2235,351742,0,0,0,328897,0,0,294,342674,0,0,1862,335014,0,0,811,344447,0,0,1960,345286,0,0,4323,341405,0,0,726,358439,0,0,2992,342548,0,4603,4589,77,0,0,3806400414957774,3806496824914003,3806496824926963,3806400415722500
58,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,291,441197,441197,287488,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4492,58830,4689072,0,0,0,0,0,0.0,0.0,8982.0,0.0,0.0,80.0,359064.0,0,0,812874,0,0,449,839228,0,0,1076,845308,0,0,530,862241,0,0,1603,861519,0,0,3111,854291,0,0,325,912488,0,0,1861,882852,0,0,0,810234,0,0,322,849853,0,0,1874,821761,0,0,820,851810,0,0,2016,852798,0,0,4327,846414,0,0,456,890295,0,0,2385,851829,0,4608,4594,77,17982,0,3806400416221982,3806496824961123,3806496824973283,3806400417000148
59,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,294,441197,441197,500480,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,7820,60748,4862728,0,0,0,0,0,0.0,0.0,15636.0,0.0,0.0,80.0,625296.0,0,0,1417547,0,0,436,1468788,0,0,1085,1471657,0,0,528,1502012,0,0,1579,1511128,0,0,3058,1498875,0,0,325,1590520,0,0,1963,1548019,0,0,0,1417388,0,0,301,1489789,0,0,2053,1430997,0,0,813,1488840,0,0,1981,1494964,0,0,4422,1478762,0,0,455,1551555,0,0,2532,1491700,0,4780,4766,0,25417,0,3806400417502269,3806496825008203,3806496825022324,3806400418286608
60,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,297,441197,441197,345856,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,5404,49866,3963664,0,0,0,0,0,0.0,0.0,10827.0,0.0,0.0,80.0,432108.0,0,0,1054404,0,0,433,1093991,0,0,1065,1097267,0,0,528,1111415,0,0,1563,1116669,0,0,3415,1105423,0,0,726,1185158,0,0,2620,1158181,0,0,0,1067092,0,0,293,1124254,0,0,1876,1079971,0,0,810,1122735,0,0,1985,1115581,0,0,4895,1107783,0,0,0,1161765,0,0,3291,1120727,0,4624,4610,0,19815,0,3806400418787019,3806496825059004,3806496825072324,3806400419551027
61,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,300,441197,441197,445696,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,6964,53126,4216120,0,0,0,0,0,0.0,0.0,13941.0,0.0,0.0,80.0,556884.0,0,0,1243875,0,0,537,1283633,0,0,1064,1292813,0,0,528,1313995,0,0,1536,1323135,0,0,3321,1308729,0,0,0,1397161,0,0,1853,1354790,0,0,0,1236016,0,0,319,1300083,0,0,1877,1260186,0,0,808,1305614,0,0,2024,1304924,0,0,4892,1288438,0,0,984,1363491,0,0,2421,1306947,0,4625,4611,77,22708,0,3806400420051430,3806496825105964,3806496825115644,3806400420829712
62,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,303,441197,441197,153088,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,2392,45252,3631896,0,0,0,0,0,0.0,0.0,4797.0,0.0,0.0,80.0,191124.0,0,0,514225,0,0,459,535570,0,0,1062,532231,0,0,528,537225,0,0,2222,562543,0,0,3045,558640,0,0,0,604489,0,0,1557,596202,0,0,0,590195,0,0,307,617651,0,0,1886,578610,0,0,810,600316,0,0,3139,599725,0,0,4358,594330,0,0,986,608221,0,0,1966,591461,0,4608,4594,77,0,0,3806400421330911,3806496825150764,3806496825161164,3806400422094782
63,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,306,441197,441197,151296,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,2364,45308,3613024,0,0,0,0,0,0.0,0.0,4722.0,0.0,0.0,80.0,188808.0,0,0,517090,0,0,477,540280,0,0,1072,537587,0,0,528,540129,0,0,2130,549934,0,0,3094,543875,0,0,0,592807,0,0,1544,583671,0,0,0,540313,0,0,293,572809,0,0,1862,544017,0,0,810,571175,0,0,2849,569321,0,0,4430,562437,0,0,0,580250,0,0,1955,563175,0,4625,4611,0,0,0,3806400422592357,3806496825196444,3806496825210204,3806400423358525
64,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,309,441197,441197,531456,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,8304,61314,4928120,0,0,0,0,0,0.0,0.0,16620.0,0.0,0.0,80.0,664080.0,0,0,1516424,0,0,435,1562268,0,0,1071,1585291,0,0,830,1609635,0,0,2332,1618347,0,0,3140,1605746,0,0,0,1713877,0,0,1537,1668290,0,0,0,1524840,0,0,341,1605122,0,0,1866,1555659,0,0,1278,1609736,0,0,3024,1613442,0,0,4435,1598647,0,0,988,1678265,0,0,1961,1611565,0,4612,4598,0,26421,0,3806400423857111,3806496825245004,3806496825247204,3806400424630570
65,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,312,441197,441197,315392,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4928,60146,4809312,0,0,0,0,0,0.0,0.0,9858.0,0.0,0.0,80.0,393960.0,0,0,881015,0,0,534,910139,0,0,1063,915020,0,0,827,931769,0,0,2590,938253,0,0,3048,927032,0,0,733,985035,0,0,1551,955495,0,0,0,884647,0,0,321,929185,0,0,1900,897437,0,0,1251,929788,0,0,3437,926338,0,0,4452,917307,0,0,0,966323,0,0,1963,924102,0,4635,4621,77,19359,0,3806400425131876,3806496825283645,3806496825293925,3806400425901419
66,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,315,441197,441197,539904,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,8436,60590,4860296,0,0,0,0,0,0.0,0.0,16872.0,0.0,0.0,80.0,674592.0,0,0,1524754,0,0,435,1576715,0,0,1372,1588022,0,0,537,1616901,0,0,1888,1663436,0,0,3047,1644339,0,0,0,1762347,0,0,1542,1717392,0,0,0,1522176,0,0,294,1596439,0,0,2361,1555573,0,0,816,1610986,0,0,2570,1621785,0,0,4533,1606462,0,0,0,1705463,0,0,2008,1636462,0,4707,4691,77,28365,0,3806400426403622,3806496825329765,3806496825345805,3806400427180707
67,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,318,441197,441197,174080,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,2720,56922,4550768,0,0,0,0,0,0.0,0.0,5439.0,0.0,0.0,80.0,217308.0,0,0,487078,0,0,434,499937,0,0,1376,498457,0,0,530,508196,0,0,2031,515036,0,0,3141,511411,0,0,0,540578,0,0,1550,522375,0,0,0,531724,0,0,347,545968,0,0,2289,534487,0,0,827,549397,0,0,2562,538806,0,0,4397,532349,0,0,0,553638,0,0,1956,537186,0,4611,4597,0,13261,0,3806400427687245,3806496825379805,3806496825391725,3806400428444759
68,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,321,441197,441197,271616,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4244,58946,4710200,0,0,0,0,0,0.0,0.0,8508.0,0.0,0.0,80.0,339312.0,0,0,755931,0,0,760,782795,0,0,1083,784990,0,0,555,798718,0,0,1850,800085,0,0,3086,796384,0,0,0,850122,0,0,1547,824008,0,0,0,757818,0,0,790,794115,0,0,1877,764222,0,0,824,792222,0,0,2416,796038,0,0,4420,789513,0,0,703,831241,0,0,1964,797668,0,4601,4587,0,17554,0,3806400428954636,3806496825427845,3806496825439405,3806400429733619
69,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,324,441197,441197,347392,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,5428,58414,4676072,0,0,0,0,0,0.0,0.0,10863.0,0.0,0.0,80.0,433980.0,0,0,980366,0,0,725,1013219,0,0,1068,1015909,0,0,529,1032154,0,0,1565,1044387,0,0,3478,1032356,0,0,0,1102225,0,0,1543,1066034,0,0,0,1007874,0,0,733,1052969,0,0,1886,1020888,0,0,808,1055630,0,0,1985,1049687,0,0,5028,1036773,0,0,991,1089334,0,0,1953,1046849,0,4634,4620,77,21009,0,3806400430236584,3806496825473565,3806496825484005,3806400431011578
