Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_SMEM,SQ_INST_LEVEL_SMEM,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_ADD_F32,SQ_INSTS_VALU_MUL_F32,SQ_INSTS_VALU_FMA_F32,SQ_INSTS_VALU_TRANS_F32,SQ_INSTS_VALU_ADD_F64,TA_BUFFER_COALESCED_READ_CYCLES_sum,TA_BUFFER_COALESCED_WRITE_CYCLES_sum,TD_COALESCABLE_WAVEFRONT_sum,TCP_TOTAL_ATOMIC_WITH_RET_sum,TCP_TOTAL_ATOMIC_WITHOUT_RET_sum,TCP_TOTAL_WRITEBACK_INVALIDATES_sum,TCP_TOTAL_CACHE_ACCESSES_sum,TCC_EA0_ATOMIC[0],TCC_EA0_RDREQ_LEVEL[0],TCC_EA0_WRREQ_LEVEL[0],TCC_EA0_ATOMIC_LEVEL[0],TCC_EA0_ATOMIC[1],TCC_EA0_RDREQ_LEVEL[1],TCC_EA0_WRREQ_LEVEL[1],TCC_EA0_ATOMIC_LEVEL[1],TCC_EA0_ATOMIC[2],TCC_EA0_RDREQ_LEVEL[2],TCC_EA0_WRREQ_LEVEL[2],TCC_EA0_ATOMIC_LEVEL[2],TCC_EA0_ATOMIC[3],TCC_EA0_RDREQ_LEVEL[3],TCC_EA0_WRREQ_LEVEL[3],TCC_EA0_ATOMIC_LEVEL[3],TCC_EA0_ATOMIC[4],TCC_EA0_RDREQ_LEVEL[4],TCC_EA0_WRREQ_LEVEL[4],TCC_EA0_ATOMIC_LEVEL[4],TCC_EA0_ATOMIC[5],TCC_EA0_RDREQ_LEVEL[5],TCC_EA0_WRREQ_LEVEL[5],TCC_EA0_ATOMIC_LEVEL[5],TCC_EA0_ATOMIC[6],TCC_EA0_RDREQ_LEVEL[6],TCC_EA0_WRREQ_LEVEL[6],TCC_EA0_ATOMIC_LEVEL[6],TCC_EA0_ATOMIC[7],TCC_EA0_RDREQ_LEVEL[7],TCC_EA0_WRREQ_LEVEL[7],TCC_EA0_ATOMIC_LEVEL[7],TCC_EA0_ATOMIC[8],TCC_EA0_RDREQ_LEVEL[8],TCC_EA0_WRREQ_LEVEL[8],TCC_EA0_ATOMIC_LEVEL[8],TCC_EA0_ATOMIC[9],TCC_EA0_RDREQ_LEVEL[9],TCC_EA0_WRREQ_LEVEL[9],TCC_EA0_ATOMIC_LEVEL[9],TCC_EA0_ATOMIC[10],TCC_EA0_RDREQ_LEVEL[10],TCC_EA0_WRREQ_LEVEL[10],TCC_EA0_ATOMIC_LEVEL[10],TCC_EA0_ATOMIC[11],TCC_EA0_RDREQ_LEVEL[11],TCC_EA0_WRREQ_LEVEL[11],TCC_EA0_ATOMIC_LEVEL[11],TCC_EA0_ATOMIC[12],TCC_EA0_RDREQ_LEVEL[12],TCC_EA0_WRREQ_LEVEL[12],TCC_EA0_ATOMIC_LEVEL[12],TCC_EA0_ATOMIC[13],TCC_EA0_RDREQ_LEVEL[13],TCC_EA0_WRREQ_LEVEL[13],TCC_EA0_ATOMIC_LEVEL[13],TCC_EA0_ATOMIC[14],TCC_EA0_RDREQ_LEVEL[14],TCC_EA0_WRREQ_LEVEL[14],TCC_EA0_ATOMIC_LEVEL[14],TCC_EA0_ATOMIC[15],TCC_EA0_RDREQ_LEVEL[15],TCC_EA0_WRREQ_LEVEL[15],TCC_EA0_ATOMIC_LEVEL[15],CPC_UTCL1_STALL_ON_TRANSLATION,CPC_CPC_UTCL2IU_BUSY,CPF_CMP_UTCL1_STALL_ON_TRANSLATION,SPI_RA_RES_STALL_CSN,SPI_RA_TMP_STALL_CSN,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
100,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,417,441197,441197,271872,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4248,57302,4608832,0,0,0,0,0,0.0,0.0,8511.0,0.0,0.0,80.0,339612.0,0,0,771885,0,0,890,797525,0,0,1078,798583,0,0,528,808010,0,0,1587,817711,0,0,3695,808039,0,0,428,861427,0,0,1554,832426,0,0,0,770954,0,0,586,804100,0,0,1875,779419,0,0,808,804452,0,0,2028,806117,0,0,5220,795974,0,0,0,842876,0,0,1955,802505,0,4455,4441,0,17718,0,3806400470327143,3806496826921251,3806496826936011,3806400471174815
101,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,420,441197,441197,434432,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,6788,60300,4820136,0,0,0,0,0,0.0,0.0,13575.0,0.0,0.0,80.0,542748.0,0,0,1239779,0,0,912,1283088,0,0,1078,1287447,0,0,527,1306177,0,0,1563,1324055,0,0,3452,1310563,0,0,0,1405182,0,0,1629,1374298,0,0,0,1249414,0,0,586,1318185,0,0,1975,1263054,0,0,830,1318135,0,0,2087,1321911,0,0,4864,1302264,0,0,0,1365429,0,0,1947,1326001,0,4599,4585,77,23643,0,3806400471686272,3806496826970891,3806496826979971,3806400472498302
102,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,423,441197,441197,503808,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,7872,59816,4781904,0,0,0,0,0,0.0,0.0,15765.0,0.0,0.0,80.0,629556.0,0,414,1427186,0,0,441,1476157,0,0,1805,1480093,0,0,530,1501742,0,0,1599,1513301,0,0,3408,1500496,0,0,432,1601045,0,0,1532,1554089,0,0,273,1418600,0,0,294,1491586,0,0,2562,1440988,0,0,810,1490912,0,0,2007,1495727,0,0,4811,1481251,0,0,0,1561593,0,0,1984,1491690,0,4603,4589,77,26572,0,3806400473003330,3806496827017371,3806496827025851,3806400473829270
103,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,426,441197,441197,379904,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,5936,58426,4651528,0,0,0,0,0,0.0,0.0,11874.0,0.0,0.0,80.0,474600.0,0,414,1078015,0,0,435,1113484,0,0,1384,1112242,0,0,532,1135661,0,0,1571,1143939,0,0,3120,1131393,0,0,0,1206267,0,0,1553,1172347,0,0,271,1075338,0,0,294,1125966,0,0,2347,1086817,0,0,814,1127212,0,0,2025,1135061,0,0,4503,1117611,0,0,736,1181423,0,0,1959,1132889,0,4608,4594,0,20588,0,3806400474334096,3806496827063652,3806496827070252,3806400475158249
104,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,429,441197,441197,433664,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,6776,62388,4978648,0,0,0,0,0,0.0,0.0,13575.0,0.0,0.0,80.0,541884.0,0,0,1404215,0,0,460,1465908,0,0,1899,1477564,0,0,811,1487213,0,0,1614,1486302,0,0,3092,1476038,0,0,430,1594316,0,0,1543,1565993,0,0,0,1397825,0,0,323,1488361,0,0,2984,1424730,0,0,1227,1496614,0,0,1990,1473727,0,0,4416,1468631,0,0,0,1531834,0,0,1964,1481997,0,4615,4601,0,21961,0,3806400475664299,3806496827108972,3806496827117732,3806400476512159
105,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,432,441197,441197,219136,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,3424,57202,4564984,0,0,0,0,0,0.0,0.0,6867.0,0.0,0.0,80.0,273708.0,0,0,639312,0,0,436,661980,0,0,1374,671764,0,0,820,683861,0,0,1567,680245,0,0,3045,676240,0,0,736,728944,0,0,1567,715512,0,0,0,646342,0,0,312,678864,0,0,2309,655235,0,0,1236,691147,0,0,2020,677618,0,0,4474,672441,0,0,0,702341,0,0,1996,681391,0,4623,4609,77,14985,0,3806400477014086,3806496827153692,3806496827168012,3806400477858940
106,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,435,441197,441197,416512,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,6508,58874,4716264,0,0,0,0,0,0.0,0.0,13032.0,0.0,0.0,80.0,520416.0,0,0,1212332,0,0,457,1254958,0,0,1855,1262358,0,0,529,1284137,0,0,1610,1289002,0,0,3104,1276319,0,0,0,1370023,0,0,1548,1337163,0,0,0,1222496,0,0,293,1285203,0,0,2955,1242949,0,0,824,1287137,0,0,2098,1275576,0,0,4456,1263935,0,0,728,1329851,0,0,1990,1274707,0,4620,4606,77,22811,0,3806400478374167,3806496827202572,3806496827213332,3806400479187105
107,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,438,441197,441197,466432,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,7288,59372,4777480,0,0,0,0,0,0.0,0.0,14598.0,0.0,0.0,80.0,582840.0,0,0,1357585,0,0,436,1410018,0,0,2270,1418521,0,0,528,1436615,0,0,1657,1446064,0,0,3100,1430906,0,0,735,1545529,0,0,1587,1511622,0,0,0,1371216,0,0,319,1444359,0,0,3553,1387403,0,0,806,1446837,0,0,2008,1438872,0,0,4431,1427082,0,0,0,1494011,0,0,1947,1439191,0,4600,4586,0,24903,0,3806400479690143,3806496827247972,3806496827255252,3806400480521740
108,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,441,441197,441197,268800,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4200,57686,4603336,0,0,0,0,0,0.0,0.0,8421.0,0.0,0.0,80.0,335796.0,0,0,754984,0,0,713,779432,0,0,1443,781269,0,0,574,795916,0,0,1617,800880,0,0,3199,792856,0,0,406,847013,0,0,1582,822249,0,0,0,750320,0,0,710,787858,0,0,2322,763119,0,0,804,792054,0,0,2018,789933,0,0,4402,783194,0,0,0,827403,0,0,1958,792298,0,4612,4598,0,17788,0,3806400481023048,3806496827294173,3806496827302453,3806400481836014
109,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,444,441197,441197,470016,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,7344,59998,4797256,0,0,0,0,0,0.0,0.0,14688.0,0.0,0.0,80.0,587520.0,0,0,1385339,0,0,698,1444110,0,0,1407,1450647,0,0,994,1471706,0,0,1656,1483084,0,0,3176,1464076,0,0,0,1581592,0,0,1557,1542589,0,0,0,1405266,0,0,730,1483594,0,0,2292,1420907,0,0,1420,1483789,0,0,1988,1476550,0,0,4389,1467426,0,0,0,1536816,0,0,1959,1483443,0,4623,4609,77,26053,0,3806400482340844,3806496827338693,3806496827349293,3806400483159086
110,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,447,441197,441197,244736,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,3824,56856,4545384,0,0,0,0,0,0.0,0.0,7671.0,0.0,0.0,80.0,305724.0,0,256,702178,0,0,450,726554,0,0,1117,725523,0,0,837,737414,0,0,1660,752050,0,0,3186,740540,0,0,434,788208,0,0,1551,764510,0,0,407,702528,0,0,294,740140,0,0,1963,712664,0,0,1265,738257,0,0,2106,743883,0,0,4460,732965,0,0,0,769801,0,0,2057,738873,0,4640,4626,77,16041,0,3806400483661128,3806496827383133,3806496827393813,3806400484470999
111,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,450,441197,441197,207104,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,3236,56148,4509968,0,0,0,0,0,0.0,0.0,6465.0,0.0,0.0,80.0,258564.0,0,255,593232,0,0,434,615872,0,0,1075,617911,0,0,1080,632129,0,0,1569,635816,0,0,3147,630993,0,0,0,682246,0,0,1560,669236,0,0,403,597435,0,0,317,630769,0,0,1879,609354,0,0,1432,637491,0,0,1981,632706,0,0,4335,630786,0,0,0,659918,0,0,1960,633255,0,4604,4590,0,14322,0,3806400484980106,3806496827428613,3806496827442693,3806400485777560
112,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,453,441197,441197,538880,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,8420,58964,4753976,0,0,0,0,0,0.0,0.0,16833.0,0.0,0.0,80.0,673284.0,0,0,1534067,0,0,434,1586667,0,0,1102,1588908,0,0,1569,1619887,0,0,1601,1635372,0,0,3180,1625413,0,0,0,1722266,0,0,1844,1667607,0,0,0,1543051,0,0,294,1614100,0,0,1881,1563758,0,0,2145,1617498,0,0,1995,1627645,0,0,4519,1612930,0,0,0,1686712,0,0,2413,1623438,0,4610,4596,0,26736,0,3806400486274396,3806496827477333,3806496827488613,3806400487102121
113,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,456,441197,441197,454400,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,7100,58528,4678624,0,0,0,0,0,0.0,0.0,14214.0,0.0,0.0,80.0,567768.0,0,0,1261423,0,0,433,1313838,0,0,1073,1316488,0,0,827,1342077,0,0,1570,1349961,0,0,3107,1340052,0,0,434,1424283,0,0,1814,1384021,0,0,0,1271728,0,0,292,1328544,0,0,1931,1288459,0,0,1264,1338291,0,0,2064,1341284,0,0,4553,1330205,0,0,0,1394275,0,0,2421,1342409,0,4604,4590,77,23887,0,3806400487609584,3806496827523453,3806496827536333,3806400488413386
114,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,459,441197,441197,212480,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,3320,57520,4593168,0,0,0,0,0,0.0,0.0,6654.0,0.0,0.0,80.0,265368.0,0,0,611037,0,0,484,627345,0,0,1167,626915,0,0,1091,641190,0,0,1634,646056,0,0,3191,638319,0,0,301,680557,0,0,1654,662611,0,0,0,635053,0,0,294,656623,0,0,2171,635501,0,0,1513,657425,0,0,2025,655877,0,0,4672,644708,0,0,1421,676805,0,0,2005,657632,0,5125,5111,77,15826,0,3806400488913901,3806496827569694,3806496827576734,3806400489710049
115,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,462,441197,441197,626688,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,9792,62500,4990360,0,0,0,0,0,0.0,0.0,19599.0,0.0,0.0,80.0,783132.0,0,0,1990441,0,0,447,2074533,0,0,1077,2094864,0,0,826,2111534,0,0,1597,2174563,0,0,3172,2167969,0,0,290,2270399,0,0,1562,2210370,0,0,0,2129488,0,0,307,2214892,0,0,1858,2165610,0,0,1248,2228998,0,0,2005,2247151,0,0,4340,2236238,0,0,1268,2273418,0,0,1956,2221721,0,4603,4589,0,29219,0,3806400490211048,3806496827618934,3806496827630294,3806400491023149
116,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,465,441197,441197,235776,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,3684,55928,4473448,0,0,0,0,0,0.0,0.0,7377.0,0.0,0.0,80.0,294468.0,0,501,681692,0,0,433,702866,0,0,1076,709539,0,0,528,718875,0,0,1573,724882,0,0,3391,714995,0,0,0,768782,0,0,1557,745555,0,0,549,684684,0,0,294,714424,0,0,2017,697324,0,0,818,721608,0,0,2053,718959,0,0,4919,710294,0,0,728,752655,0,0,2005,720219,0,4758,4744,0,15887,0,3806400491524374,3806496827664334,3806496827671254,3806400492323866
117,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,468,441197,441197,517632,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,8088,61762,4940040,0,0,0,0,0,0.0,0.0,16179.0,0.0,0.0,80.0,646764.0,0,967,1448979,0,0,465,1580509,0,0,1070,1608150,0,0,528,1617553,0,0,1552,1538905,0,0,3315,1528934,0,0,0,1638389,0,0,1556,1587435,0,0,1242,1446069,0,0,376,1601701,0,0,1910,1577143,0,0,815,1618654,0,0,1979,1530645,0,0,4786,1504520,0,0,719,1591223,0,0,1992,1526213,0,4605,4591,77,26030,0,3806400492832895,3806496827709214,3806496827722494,3806400493638729
118,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,471,441197,441197,347392,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,5428,57630,4618376,0,0,0,0,0,0.0,0.0,10854.0,0.0,0.0,80.0,433944.0,0,276,958696,0,0,433,991068,0,0,1097,998502,0,0,538,1009932,0,0,1939,1018718,0,0,3053,1008864,0,0,0,1075200,0,0,1586,1042728,0,0,428,955705,0,0,294,1004849,0,0,2000,969665,0,0,862,1006151,0,0,2432,1008918,0,0,4508,999185,0,0,0,1050400,0,0,2100,1007421,0,4604,4590,77,20141,0,3806400494144165,3806496827755654,3806496827764134,3806400494934868
119,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,474,441197,441197,283648,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4432,57182,4565992,0,0,0,0,0,0.0,0.0,8874.0,0.0,0.0,80.0,354312.0,0,575,790588,0,0,444,816655,0,0,1106,815228,0,0,528,830062,0,0,1938,840748,0,0,3111,831434,0,0,0,881291,0,0,1588,853948,0,0,724,788917,0,0,293,824158,0,0,1909,796887,0,0,806,824093,0,0,2406,831153,0,0,4375,823684,0,0,701,862015,0,0,1977,825162,0,4615,4601,0,18843,0,3806400495439345,3806496827806815,3806496827818095,3806400496239031
120,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,477,441197,441197,400896,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,6264,57224,4596904,0,0,0,0,0,0.0,0.0,12534.0,0.0,0.0,80.0,500856.0,0,276,1157589,0,0,435,1193928,0,0,1107,1196812,0,0,536,1225946,0,0,1660,1237069,0,0,3100,1228583,0,0,434,1315013,0,0,2019,1275010,0,0,414,1211546,0,0,294,1265130,0,0,1957,1228693,0,0,821,1283935,0,0,2124,1261064,0,0,4506,1246678,0,0,0,1311491,0,0,2320,1267640,0,4627,4613,0,22098,0,3806400496740556,3806496827853895,3806496827867335,3806400497556314
121,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,480,441197,441197,548864,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,8576,59944,4792152,0,0,0,0,0,0.0,0.0,17166.0,0.0,0.0,80.0,685848.0,0,455,1638972,0,0,433,1688298,0,0,1064,1687511,0,0,530,1721376,0,0,1571,1736728,0,0,3062,1716868,0,0,738,1839603,0,0,1984,1806307,0,0,651,1669416,0,0,316,1745077,0,0,1895,1687006,0,0,832,1758729,0,0,2007,1718026,0,0,4456,1703144,0,0,0,1789277,0,0,2261,1728329,0,4606,4592,77,27636,0,3806400498067336,3806496827901815,3806496827911975,3806400498883356
122,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,483,441197,441197,4096,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,64,1456,118072,0,0,0,0,0,0.0,0.0,135.0,0.0,0.0,16.0,4860.0,0,0,9881,0,0,975,10772,0,0,1074,10657,0,0,528,10848,0,0,1623,11104,0,0,3132,11067,0,0,881,11667,0,0,1557,11201,0,0,0,9404,0,0,996,9840,0,0,1881,9481,0,0,808,9757,0,0,2008,9935,0,0,4293,9905,0,0,283,10380,0,0,1969,9930,0,4460,4446,77,0,0,3806400499385166,3806496827947015,3806496827956455,3806400500183200
123,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,486,441197,441197,261888,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4092,57574,4605136,0,0,0,0,0,0.0,0.0,8178.0,0.0,0.0,80.0,327048.0,0,0,780092,0,0,720,758005,0,0,1143,762716,0,0,551,774437,0,0,1603,778059,0,0,3228,771682,0,0,447,824052,0,0,1609,798069,0,0,0,784678,0,0,789,767526,0,0,1875,746604,0,0,806,771861,0,0,2082,766681,0,0,4422,765464,0,0,285,805707,0,0,1958,769849,0,4607,4593,0,17051,0,3806400500686242,3806496827992335,3806496828006695,3806400501479594
124,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,489,441197,441197,351488,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,5492,48990,3908120,0,0,0,0,0,0.0,0.0,10983.0,0.0,0.0,80.0,439068.0,0,0,977489,0,0,981,1008519,0,0,1130,1010346,0,0,544,1026899,0,0,1647,1036272,0,0,3621,1027476,0,0,0,1093904,0,0,1584,1059129,0,0,0,978456,0,0,972,1027164,0,0,1921,992873,0,0,814,1021474,0,0,2009,1032789,0,0,4672,1022510,0,0,0,1073965,0,0,2001,1028959,0,4621,4607,0,19962,0,3806400501989425,3806496828041415,3806496828051816,3806400502785669
125,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,492,441197,441197,437760,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,6840,49564,3996872,0,0,0,0,0,0.0,0.0,13680.0,0.0,0.0,80.0,547200.0,0,0,1249248,0,0,733,1290730,0,0,1129,1293045,0,0,553,1321694,0,0,1619,1332003,0,0,3521,1321097,0,0,0,1403753,0,0,1578,1365564,0,0,0,1263013,0,0,754,1328321,0,0,1971,1276465,0,0,848,1327600,0,0,2148,1334885,0,0,4812,1316389,0,0,0,1386044,0,0,2119,1327638,0,4621,4607,77,22562,0,3806400503289670,3806496828087336,3806496828094576,3806400504091143
126,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,495,441197,441197,301824,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4716,48288,3865592,0,0,0,0,0,0.0,0.0,9447.0,0.0,0.0,80.0,377052.0,0,0,869442,0,0,1039,896177,0,0,1115,897532,0,0,538,912529,0,0,2091,924105,0,0,3190,912704,0,0,0,969569,0,0,1577,942955,0,0,0,880631,0,0,1068,922192,0,0,1902,889523,0,0,808,924722,0,0,2311,922896,0,0,4379,913753,0,0,719,956873,0,0,1968,922600,0,4626,4612,77,18485,0,3806400504592501,3806496828132816,3806496828143256,3806400505394312
127,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,498,441197,441197,581888,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,9092,52410,4177696,0,0,0,0,0,0.0,0.0,18183.0,0.0,0.0,80.0,727068.0,0,0,1657784,0,0,1510,1716977,0,0,1063,1726825,0,0,529,1738604,0,0,1998,1769757,0,0,3124,1747933,0,0,0,1882730,0,0,1548,1803165,0,0,0,1659209,0,0,1376,1738738,0,0,1878,1692095,0,0,806,1729245,0,0,2294,1768555,0,0,4502,1746662,0,0,0,1841931,0,0,1952,1765929,0,4610,4596,0,27797,0,3806400505897746,3806496828177976,3806496828187016,3806400506700489
128,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,501,441197,441197,328448,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,5132,57636,4604728,0,0,0,0,0,0.0,0.0,10281.0,0.0,0.0,80.0,410340.0,0,0,922162,0,0,719,957130,0,0,1066,962281,0,0,938,975490,0,0,1551,1003313,0,0,3058,995190,0,0,730,1076176,0,0,1563,1042654,0,0,0,1009444,0,0,759,1057583,0,0,1864,1017250,0,0,1069,1056556,0,0,2028,1058820,0,0,4485,1051250,0,0,0,1100631,0,0,1971,1058694,0,4633,4619,0,19287,0,3806400507204057,3806496828223336,3806496828234936,3806400507993311
129,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,504,441197,441197,511488,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,7992,59688,4777584,0,0,0,0,0,0.0,0.0,15981.0,0.0,0.0,80.0,639060.0,0,0,1450162,0,0,724,1501880,0,0,1884,1514468,0,0,964,1539215,0,0,1740,1548559,0,0,3209,1530530,0,0,0,1628504,0,0,1651,1585643,0,0,0,1450896,0,0,734,1525122,0,0,2556,1476085,0,0,1080,1530936,0,0,2026,1528676,0,0,4376,1511901,0,0,0,1594375,0,0,1986,1526611,0,4613,4599,77,26813,0,3806400508495334,3806496828269216,3806496828278976,3806400509298280
